index,question,options,correct_option,old_path,new_path,condition
123,"A 58-year-old woman with a history of recurrent UTIs presents to the emergency department with anuria, flank pain, and fever. Urinalysis reveals bland or hyaline casts, UOsm >500 mOsm/kg, UNa <20 mEq/L, and FeNa <1%. Which of the following is the most likely diagnosis?","['Acute Tubular Necrosis', 'Glomerulonephritis', 'Prerenal Azotemia', 'Acute Interstitial Nephritis', 'Pyelonephritis']",E,"Start of diagnosis -> Anuria -> Urinalysis -> Bland or hyaline casts, UOsm >500 mOsm/kg, UNa <20 mEq/L, FeNa <1% -> Positive results -> Pyelonephritis","Anuria -> Urinalysis showing bland or hyaline casts, urine osmolality >500 mOsm/kg, urine sodium <20 mEq/L, fractional excretion of sodium <1% -> Prerenal acute kidney injury suspected -> Pyelonephritis ruled out.
",acute renal failure
124,"A 53-year-old woman with a history of recurrent UTIs presents to the emergency department with anuria, flank pain, and fever. Urinalysis reveals white blood cells and WBC casts. A urine culture is performed, which comes back positive. Based on this sequence of findings, what is the most likely diagnosis?","['Acute tubular necrosis', 'Glomerulonephritis', 'Prerenal azotemia', 'Drug-induced allergic interstitial nephritis', 'Pyelonephritis']",E,"Start of diagnosis -> Anuria -> Urinalysis -> WBCC, WBC casts -> Urine culture -> Positive results -> Pyelonephritis","Anuria -> Urinalysis -> White blood cell casts present -> Urine culture -> Positive urine culture -> Pyelonephritis -> Acute renal failure
",acute renal failure
125,"A 58-year-old male presents to the emergency department with anuria. Urinalysis reveals bland or hyaline casts, UOsm >500 mOsm/kg, UNa <20 mEq/L, and FeNa <1%. Initial serologic testing is negative. Based on these findings, which of the following is the most likely diagnosis?","['Acute tubular necrosis (ATN)', 'Prerenal azotemia', 'Glomerulonephritis', 'Postrenal obstruction', 'Acute interstitial nephritis (AIN)']",E,"Start of diagnosis -> Anuria -> Urinalysis -> Bland or hyaline casts, UOsm >500 mOsm/kg, UNa <20 mEq/L, FeNa <1% -> Negative results -> AIN","Start of diagnosis -> Anuria -> Urinalysis -> Bland or hyaline casts, Urine Osmolality > 500 mOsm/kg, Urine Sodium < 20 mEq/L, Fractional Excretion of Sodium < 1% -> Negative results -> Acute Interstitial Nephritis
",acute renal failure
126,"A 54-year-old male presents with anuria and is diagnosed with acute renal failure. Initial urinalysis reveals white blood cells and WBC casts, but subsequent urine cultures are negative. What is the most likely diagnosis?","['Acute tubular necrosis (ATN)', 'Glomerulonephritis', 'Prerenal azotemia', 'Postrenal obstruction', 'Acute interstitial nephritis (AIN)']",E,"Start of diagnosis -> Anuria -> Urinalysis -> WBCC, WBC casts -> Urine culture -> Negative results -> AIN","Start of diagnosis -> Anuria -> Urinalysis -> Leukocyturia, White blood cell casts -> Urine culture -> Negative urine culture -> Acute interstitial nephritis
",acute renal failure
127,"A 58-year-old male presents with anuria and is diagnosed with acute renal failure. Urinalysis reveals dysmorphic RBCs, RBC casts, and significant proteinuria. What is the MOST appropriate next step in evaluating the cause of his acute renal failure?","['Initiate empiric antibiotics for possible pyelonephritis.', 'Order a renal ultrasound to rule out urinary obstruction.', 'Start high-dose corticosteroids for presumed allergic interstitial nephritis.', 'Perform serologies and consider renal biopsy to evaluate for rapidly progressive glomerulonephritis (RPGN).', 'Prescribe intravenous fluids to treat possible prerenal azotemia.']",D,"Start of diagnosis -> Anuria -> Urinalysis -> Dysmorphic RBCs, RBC cysts, + proteinuria -> Continuation from page 357 -> Dysmorphic RBCs, RBC casts, + proteinuria -> Serologies, Renal biopsy -> RPGN","Anuria -> Urinalysis -> Dysmorphic erythrocytes, erythrocyte casts, proteinuria -> Serologies, renal biopsy -> Rapidly progressive glomerulonephritis.
",acute renal failure
128,A 30-year-old male presents to the emergency department expressing feelings of hopelessness and worthlessness. He mentions losing his job recently and having a history of depression. He admits to having thoughts of ending his life but denies having a specific plan. Which of the following is the MOST appropriate next step in managing this patient?,"['Initiate immediate involuntary hospitalization', 'Prescribe a selective serotonin reuptake inhibitor (SSRI)', 'Establish a trusting therapeutic relationship', 'Evaluate suicidal ideation and mental status', 'Assess: Social support, Involvement of family and friends for supervision, Availability of physician']",E,"SUICIDAL PATIENT -> Assess presence of a psychiatric disorder -> Assess presence of psychosocial factors that place patient at increased risk of suicide -> Evaluate suicidal ideation and mental status -> Trusting therapeutic relationship not established -> Patient able to control behavior and not act on impulse -> Assess: Social support, Involvement of family and friends for supervision, Availability of physician","Suicidal ideation -> Psychiatric evaluation -> Psychosocial risk assessment -> Mental status examination -> Therapeutic alliance evaluation -> Impulse control assessment -> Social support assessment
",suicidal patient
129,"A 30-year-old male with a history of depression presents to the emergency department expressing suicidal thoughts and feelings of hopelessness. He reports a recent job loss and isolation from friends and family. He admits to having a detailed plan to end his life, including access to lethal means. He is agitated, has global insomnia, and expresses severe anhedonia. After initial assessment, what is the MOST appropriate next step in managing this patient?","['Initiate outpatient psychotherapy and antidepressant medication', 'Develop a no-suicide contract and schedule frequent follow-up appointments', 'Encourage the patient to seek support from friends and family', 'Prescribe a mild sedative to help with anxiety and insomnia', 'Consider immediate hospitalization if patient has serious suicidal intent']",E,SUICIDAL PATIENT -> Assess presence of a psychiatric disorder -> Assess presence of psychosocial factors that place patient at increased risk of suicide -> Evaluate suicidal ideation and mental status -> Trusting therapeutic relationship not established -> Patient not able to control behavior -> Consider immediate hospitalization if patient has serious suicidal intent,"Suicidal ideation -> Psychiatric evaluation -> Psychosocial risk assessment -> Mental status examination -> Therapeutic alliance not established -> Impaired behavioral control -> Consider immediate psychiatric hospitalization for acute suicidal intent
",suicidal patient
130,"A 54-year-old woman with a history of multiple transfusions following a severe car accident develops a fever and chills during a blood transfusion. After stopping the transfusion and notifying the blood bank, initial investigations, including a DAT, are negative, and there is no visible hemolysis. If the reaction occurred >24 hours after transfusion, what is the most appropriate next step in management?","['Administer acetaminophen for fever', 'Restart the transfusion at a slower rate', 'Administer antihistamines', 'Monitor CBC and renal status', 'Maintain BP and renal perfusion. IVF ± diuretics']",E,"Patient with TRANSFUSION REACTIONS -> Stop transfusion, notify blood bank. Reconfirm patient identity, check unit ID. Fresh sample plus remaining unit to blood bank -> DAT negative. No visible hemolysis -> Hemolytic reaction excluded -> If >24 hr after transfusion, delayed hemolytic transfusion reaction -> Maintain BP and renal perfusion. IVF ± diuretics","TRANSFUSION REACTIONS -> Discontinue transfusion, notify blood bank -> Verify patient identification and blood unit information -> Send post-transfusion blood sample and remaining blood unit to blood bank for investigation -> Direct antiglobulin test (DAT) negative, absence of visible hemolysis -> Hemolytic transfusion reaction unlikely -> If onset >24 hours post-transfusion, consider delayed hemolytic transfusion reaction -> Maintain blood pressure and renal perfusion with intravenous fluids, consider diuretics.
",transfusion reactions
131,"A 72-year-old patient undergoing a blood transfusion suddenly develops a fever and chills. After immediately stopping the transfusion and notifying the blood bank, a fresh blood sample is sent for analysis. The DAT result is negative, and there is no visible hemolysis. What is the MOST appropriate next step in managing this patient?","['Administer acetaminophen for symptomatic relief.', 'Restart the transfusion at a slower rate.', 'Administer antihistamines to rule out an allergic reaction.', 'Monitor the patient for delayed hemolytic reaction signs.', 'Order blood cultures and start empiric antibiotics.']",E,"Patient with TRANSFUSION REACTIONS -> Stop transfusion, notify blood bank. Reconfirm patient identity, check unit ID. Fresh sample plus remaining unit to blood bank -> DAT negative. No visible hemolysis -> Hemolytic reaction excluded -> Fever present -> Sepsis (usually from platelet unit) -> Blood culturing. Empiric antibiotics","TRANSFUSION REACTIONS -> Discontinue transfusion and notify blood bank. Re-verify patient identification and unit identification. Send fresh blood sample and remaining unit to blood bank for investigation -> Direct antiglobulin test (DAT) negative -> Absence of visible hemolysis -> Hemolytic transfusion reaction excluded -> Presence of fever -> Suspect transfusion-associated sepsis, likely from platelet unit -> Obtain blood cultures -> Initiate empiric antibiotic therapy
",transfusion reactions
132,"A 52-year-old patient undergoing a blood transfusion suddenly develops a fever and chills. The transfusion is immediately stopped, and the blood bank is notified. After reconfirming patient identity and unit ID, a fresh blood sample and the remaining unit are sent to the blood bank. The DAT result is negative, and there is no visible hemolysis. After ruling out sepsis, what is the most appropriate next step in managing this patient's reaction?","['Administer acetaminophen and consider leukoreduced blood products for future transfusions.', 'Administer intravenous antibiotics.', 'Administer antihistamines and restart the transfusion if symptoms resolve.', 'Administer epinephrine.', 'Monitor CBC and renal status.']",A,"Patient with TRANSFUSION REACTIONS -> Stop transfusion, notify blood bank. Reconfirm patient identity, check unit ID. Fresh sample plus remaining unit to blood bank -> DAT negative. No visible hemolysis -> Hemolytic reaction excluded -> Fever present -> No sepsis -> Febrile nonhemolytic reaction -> Acetaminophen. Leukoreduced blood products if recurrent reaction","TRANSFUSION REACTIONS -> Discontinue transfusion, notify blood bank. Verify patient identification and unit identification. Send fresh blood sample and remaining unit to blood bank -> Direct antiglobulin test negative. Absence of hemolysis -> Hemolytic transfusion reaction excluded -> Presence of fever -> Sepsis unlikely -> Febrile nonhemolytic transfusion reaction -> Administer acetaminophen. Consider leukoreduced blood products for future transfusions.
",transfusion reactions
133,"A 54-year-old woman with a history of multiple transfusions during chemotherapy develops urticaria shortly after a red blood cell transfusion begins. After stopping the transfusion and notifying the blood bank, what is the MOST appropriate next step in management, assuming DAT is negative and there is no visible hemolysis?","['Administer epinephrine.', 'Administer acetaminophen.', 'Administer intravenous fluids and diuretics.', 'Obtain a chest X-ray to evaluate for transfusion-related acute lung injury (TRALI).', 'Administer antihistamines and, if symptoms resolve, restart the transfusion.']",E,"Patient with TRANSFUSION REACTIONS -> Stop transfusion, notify blood bank. Reconfirm patient identity, check unit ID. Fresh sample plus remaining unit to blood bank -> DAT negative. No visible hemolysis -> Hemolytic reaction excluded -> Allergic reaction -> Mild -> Antihistamines","Patient with transfusion reaction -> Discontinue transfusion; notify blood bank; verify patient identification and unit identification; send post-transfusion blood sample and remaining unit to blood bank for investigation -> Direct antiglobulin test (DAT) negative; absence of visible hemolysis -> Hemolytic transfusion reaction excluded -> Allergic transfusion reaction -> Mild reaction -> Administer antihistamines
",transfusion reactions
134,"A 54-year-old woman with a history of severe allergies experiences hives, wheezing, and a sudden drop in blood pressure shortly after a blood transfusion begins. Initial steps, including stopping the transfusion and notifying the blood bank, have been taken. After reconfirming patient and unit identity, a fresh sample is sent to the blood bank, and the DAT comes back negative with no visible hemolysis. What is the MOST appropriate next step in managing this patient's condition?","['Restart the transfusion at a slower rate while closely monitoring the patient.', 'Administer acetaminophen to address a potential febrile nonhemolytic reaction.', 'Administer epinephrine, steroids, and antihistamines.', 'Administer intravenous fluids and diuretics to support renal perfusion.', 'Obtain a chest X-ray to evaluate for transfusion-related acute lung injury (TRALI).']",C,"Patient with TRANSFUSION REACTIONS -> Stop transfusion, notify blood bank. Reconfirm patient identity, check unit ID. Fresh sample plus remaining unit to blood bank -> DAT negative. No visible hemolysis -> Hemolytic reaction excluded -> Allergic reaction -> Anaphylaxis -> Epinephrine. Steroids. Antihistamines","TRANSFUSION REACTIONS -> Discontinue transfusion and notify blood bank -> Verify patient identification and blood unit identification -> Obtain fresh blood sample and remaining blood unit for analysis -> Direct antiglobulin test (DAT) negative -> Absence of visible hemolysis -> Hemolytic transfusion reaction excluded -> Allergic transfusion reaction suspected -> Anaphylaxis suspected -> Administer epinephrine, corticosteroids, and antihistamines
",transfusion reactions
135,"A 60-year-old patient with acute hypoxemia and bilateral lung infiltrates on chest X-ray develops a suspected transfusion reaction during a platelet transfusion. Initial steps, including stopping the transfusion, reconfirming patient and unit identity, and sending samples to the blood bank, are taken. The DAT is negative, and there is no visible hemolysis. What is the MOST appropriate next step in managing this patient?","['Administer acetaminophen', 'Restart the transfusion with antihistamines', 'Hydrate with normal saline and diuretics', 'Request workup by blood bank', 'Administer epinephrine']",D,"Patient with TRANSFUSION REACTIONS -> Stop transfusion, notify blood bank. Reconfirm patient identity, check unit ID. Fresh sample plus remaining unit to blood bank -> DAT negative. No visible hemolysis -> Hemolytic reaction excluded -> TRALI. Acute hypoxemia, bilateral lung infiltrates, no congestive heart failure -> Supportive care -> Request workup by blood bank","Patient with transfusion reaction -> Discontinue transfusion and notify blood bank. Reconfirm patient identity and unit identification. Send fresh blood sample and remaining unit to blood bank for analysis -> Direct antiglobulin test (DAT) negative -> Absence of visible hemolysis -> Exclusion of hemolytic transfusion reaction -> Acute hypoxemia, bilateral pulmonary infiltrates, and absence of congestive heart failure -> Diagnosis of transfusion-related acute lung injury (TRALI) -> Provide supportive care -> Request further investigation by blood bank
",transfusion reactions
136,"A 60-year-old patient with a history of hematologic malignancy develops a fever, rash, diarrhea and pancytopenia 8 days after a blood transfusion. Initial investigations, including a DAT, are negative, and there is no visible hemolysis. What is the most appropriate next step in managing this patient, considering the potential diagnosis?","['Administer broad-spectrum antibiotics', 'Start intravenous immunoglobulin therapy', 'Administer high-dose corticosteroids', 'Prevent with irradiated blood products', 'Monitor CBC and renal status']",D,"Patient with TRANSFUSION REACTIONS -> Stop transfusion, notify blood bank. Reconfirm patient identity, check unit ID. Fresh sample plus remaining unit to blood bank -> DAT negative. No visible hemolysis -> Hemolytic reaction excluded -> TA-GVHD -> Prevent with irradiated blood products","TRANSFUSION REACTIONS -> Discontinue transfusion and notify blood bank -> Verify patient identification and blood unit identification -> Send post-transfusion blood sample and remaining blood unit to blood bank for analysis -> Direct antiglobulin test (DAT) negative -> Absence of visible hemolysis -> Hemolytic transfusion reaction excluded -> Suspect transfusion-associated graft-versus-host disease (TA-GVHD) -> Prevent future transfusions with irradiated blood products
",transfusion reactions
137,"A 35-year-old man is bitten by a snake while hiking. He arrives at the emergency department with a visible bite mark, moderate pain, and some swelling around the bite area. Initial assessment reveals no systemic symptoms or lab abnormalities. What is the most appropriate next step in managing this patient?","['Administer antivenin immediately', 'Apply a tourniquet proximal to the bite', 'Incise the wound and attempt to suction out the venom', 'Administer a rapid crystalloid infusion to maintain blood pressure', 'Observe patient for 12 hours with the bitten part elevated above heart level and change the grade of envenomation if local or systemic symptoms signs appear or worsen.']",E,"Root node representing the condition of snake venom poisoning -> Assess patient history, identify snake if possible, provide supportive care, wound care, and extremity immobilization -> Determine the severity of envenomation (Minimal, Moderate, Severe) -> Observe patient","Snake venom poisoning -> Patient history and identification of snake species -> Supportive care, wound care, and extremity immobilization -> Envenomation severity assessment (minimal, moderate, severe) -> Observation
",snake venom poisoning
138,"A 34-year-old male is bitten by a rattlesnake while hiking. Upon arrival at the emergency department, he presents with moderate pain and 3 inches of erythema around the bite site, but no systemic symptoms or lab abnormalities within 6 hours of the bite. According to the guidelines for snake envenomation, what is the MOST appropriate next step in his management?","['Administer antivenin immediately without a skin test.', 'Apply a Sawyer extractor to the bite site.', 'Administer a rapid crystalloid infusion to maintain blood pressure.', 'Perform a skin test to assess potential allergic reaction to antivenin.', 'Monitor the patient for 12 hours with the bitten part elevated and observe for worsening symptoms.']",D,"Root node representing the condition of snake venom poisoning -> Assess patient history, identify snake if possible, provide supportive care, wound care, and extremity immobilization -> Determine the severity of envenomation (Minimal, Moderate, Severe) -> Proceed with further medical intervention -> Establish IV access, administer IV fluids, and conduct complete laboratory testing -> Perform a skin test to assess potential allergic reaction to antivenin -> Administer antivenin if the skin test is negative or if the benefits outweigh the risks -> Monitor for allergic reactions and administer appropriate treatment if necessary","Root node representing snake venom poisoning -> Obtain patient history, identify snake species if possible, provide supportive care, wound care, and extremity immobilization -> Evaluate envenomation severity (Minimal, Moderate, Severe) -> Initiate further medical intervention -> Establish intravenous access, administer intravenous fluids, and perform comprehensive laboratory testing -> Perform antivenin skin test to assess potential allergic reaction -> Administer antivenin if skin test is negative or if benefits outweigh risks -> Monitor for adverse reactions and administer appropriate treatment if necessary
",snake venom poisoning
139,"A 35-year-old male is bitten by a rattlesnake while hiking. Upon arrival at the emergency department, he presents with moderate pain, 3 inches of erythema around the bite site, and no systemic symptoms. Initial labs are within normal limits. According to established guidelines for snakebite management, what is the MOST appropriate next step in his treatment?","['Administer antivenin immediately', 'Administer a rapid crystalloid infusion', 'Apply a Sawyer extractor to the bite site', 'Observe the patient for 12 hours with the bitten part elevated', 'Perform a skin test to assess potential allergic reaction to antivenin']",E,"Root node representing the condition of snake venom poisoning -> Assess patient history, identify snake if possible, provide supportive care, wound care, and extremity immobilization -> Determine the severity of envenomation (Minimal, Moderate, Severe) -> Proceed with further medical intervention -> Establish IV access, administer IV fluids, and conduct complete laboratory testing -> Perform a skin test to assess potential allergic reaction to antivenin -> Administer antivenin if the skin test is negative or if the benefits outweigh the risks -> Monitor for allergic reactions and administer appropriate treatment if necessary","Snake venom poisoning -> Patient history and identification of snake species if possible -> Supportive care, wound care, and extremity immobilization -> Envenomation severity assessment (minimal, moderate, severe) -> Initiate medical intervention -> Establish IV access, administer IV fluids, and perform laboratory testing -> Skin test for antivenin hypersensitivity -> Antivenin administration if skin test is negative or benefits outweigh risks -> Monitor for and treat allergic reactions
",snake venom poisoning
140,"A 50-year-old male presents with prolonged PT and PTT, a history of spontaneous bleeding, and a known factor deficiency. What is the most appropriate next step in managing his coagulation abnormalities?","['Administer vitamin K', 'Order a mixing study', 'Perform a liver function test', 'Administer platelets', 'Correct the situation as before or refer the patient to a hematologist.']",E,"Prolonged clotting times (PTT, PT, TT) -> History of bleeding spontaneously or after surgery or trauma -> Known etiology, factor deficiency, or inhibitor -> Correct or Refer to hematologist","Prolonged PTT, PT, or TT -> History of spontaneous bleeding, bleeding post-surgery, or bleeding post-trauma -> Known etiology, factor deficiency, or inhibitor identified -> Treat underlying cause or refer to hematologist
",coagulation abnormalities
141,"A 25-year-old male presents to the emergency department with spontaneous bleeding and prolonged PT. His medical history is unremarkable, with no known bleeding disorders. Initial coagulation tests reveal a prolonged PT that corrects upon mixing with normal plasma. Based on this information, which of the following is the most likely diagnosis?","['Lupus anticoagulant', 'Factor VIII deficiency', 'Vitamin K deficiency', 'Heparin contamination', 'Factor VII deficiency']",E,"Prolonged clotting times (PTT, PT, TT) -> History of bleeding spontaneously or after surgery or trauma -> Unknown etiology -> Repeat test with equal mixture of patient's and ""normal"" plasma -> PT -> Inhibitor mix - Correction -> Factor deficiency (VII) (most likely inherited)","Prolonged PTT, PT, TT -> History of spontaneous or post-operative/traumatic bleeding -> Etiology unclear -> Mixing study with normal plasma -> PT correction -> Factor VII deficiency suspected, likely inherited.
",coagulation abnormalities
142,"A 24-year-old male presents to the emergency department with an incidentally discovered prolonged PT during routine pre-operative blood work. He denies any personal or family history of bleeding disorders. Initial coagulation tests reveal a prolonged PT, with normal PTT and TT. A mixing study is performed using an equal mixture of the patient's plasma and normal plasma, which corrects the PT. What is the most likely underlying cause of the patient's prolonged PT?","['Lupus anticoagulant', 'Factor VIII deficiency', 'Heparin contamination', 'Vitamin K deficiency', 'Factor VII deficiency']",E,"Prolonged clotting times (PTT, PT, TT) -> No or unknown history of bleeding -> Unknown etiology -> Repeat test with equal mixture of patient's and ""normal"" plasma -> PT -> Inhibitor mix - Correction -> Factor deficiency (VII) (most likely inherited)","Prolonged PTT, PT, TT -> Absence or unknown bleeding history -> Etiology unclear -> Mixing study with normal plasma -> PT correction observed -> Factor deficiency suspected, likely Factor VII deficiency, possibly inherited.
",coagulation abnormalities
143,"A 58-year-old male presents with prolonged PT and PTT, reporting spontaneous bleeding and easy bruising for several months with no known cause. Initial mixing studies do not correct. What is the most likely underlying cause?","['Factor VII deficiency', 'Factor VIII deficiency', 'Vitamin K deficiency', 'Disseminated intravascular coagulation (DIC)', 'Specific or lupus-like inhibitor']",E,"Prolonged clotting times (PTT, PT, TT) -> History of bleeding spontaneously or after surgery or trauma -> Unknown etiology -> Repeat test with equal mixture of patient's and ""normal"" plasma -> PT -> Inhibitor mix - No correction -> Specific or lupus-like inhibitor","Prolonged prothrombin time (PT), partial thromboplastin time (PTT), or thrombin time (TT) -> History of spontaneous bleeding, post-surgical bleeding, or bleeding following trauma -> Etiology undetermined -> Mixing study performed with patient plasma and normal plasma in equal proportions -> PT result -> Mixing study demonstrates no correction -> Presence of a specific inhibitor or lupus anticoagulant suspected
",coagulation abnormalities
144,"A 58-year-old male patient presents to the emergency department with no prior history of bleeding disorders. Initial coagulation tests reveal prolonged PT and PTT. A mixing study is performed using an equal mixture of the patient's plasma and normal plasma, and the PT does not correct. What is the most likely cause of the prolonged PT in this patient?","['Factor VII deficiency', 'Vitamin K deficiency', 'Heparin contamination', 'Factor VIII deficiency', 'Specific factor antibody or lupus-like inhibitor']",E,"Prolonged clotting times (PTT, PT, TT) -> No or unknown history of bleeding -> Unknown etiology -> Repeat test with equal mixture of patient's and ""normal"" plasma -> PT -> Inhibitor mix - No correction -> Specific or lupus-like inhibitor","Prolonged PTT, PT, TT -> Absence of known bleeding history -> Etiology undetermined -> Mixing study with normal plasma -> Persistent PT prolongation -> Inhibitor suspected -> No correction observed -> Presence of specific inhibitor or lupus anticoagulant
",coagulation abnormalities
145,"A 25-year-old male presents to the emergency department with spontaneous bleeding and prolonged PTT. His medical history is unremarkable, and he denies any recent trauma or surgery. Initial coagulation tests reveal a prolonged PTT, while PT and TT are normal. A mixing study is performed using an equal mixture of the patient's plasma and normal plasma, which corrects the PTT. Based on this information, which of the following is the most likely underlying cause of the patient's prolonged PTT?","['Lupus anticoagulant', 'Heparin contamination', 'Vitamin K deficiency', 'Factor VII deficiency', 'Factor VIII deficiency (classic hemophilia A)']",E,"Prolonged clotting times (PTT, PT, TT) -> History of bleeding spontaneously or after surgery or trauma -> Unknown etiology -> Repeat test with equal mixture of patient's and ""normal"" plasma -> PTT -> Inhibitor mix - Correction -> Factor deficiency (VIII, IX, XI, XII) (most likely inherited single-factor deficiency)","Prolonged PTT, PT, TT -> History of spontaneous or post-operative/traumatic bleeding -> Unknown etiology -> Mixing study with normal plasma -> PTT measurement -> Correction of PTT -> Factor deficiency (VIII, IX, XI, XII), likely inherited single-factor deficiency
",coagulation abnormalities
146,A 25-year-old male presents to the emergency department with a prolonged PTT detected during preoperative screening. He denies any personal or family history of bleeding disorders. Initial mixing studies correct the PTT. What is the most likely underlying cause?,"['Lupus anticoagulant', 'Heparin contamination', 'Vitamin K deficiency', 'Factor VII deficiency', 'Factor VIII, IX, XI, or XII deficiency']",E,"Prolonged clotting times (PTT, PT, TT) -> No or unknown history of bleeding -> Unknown etiology -> Repeat test with equal mixture of patient's and ""normal"" plasma -> PTT -> Inhibitor mix - Correction -> Factor deficiency (VIII, IX, XI, XII) (most likely inherited single-factor deficiency)","Prolonged PTT, PT, TT -> No known bleeding history -> Unknown etiology -> Mixing study with normal plasma -> PTT remains prolonged -> Correction observed -> Factor deficiency (VIII, IX, XI, XII), likely inherited single-factor deficiency
",coagulation abnormalities
147,"A 54-year-old woman with no prior history of bleeding presents with prolonged PTT, PT, and TT times detected during routine preoperative testing. She denies any recent trauma, surgery, or medication use. Initial mixing studies do not correct the prolonged PTT. What is the most likely next step in evaluating this patient's coagulation abnormality?","['Administer vitamin K to correct potential deficiencies.', 'Order a reptilase time (RT) to exclude heparin contamination.', 'Repeat the PTT test with an equal mixture of the patient’s plasma and normal plasma.', 'Measure specific factor levels (e.g., Factor VII, VIII, IX).', 'Further investigate for the presence of a specific or lupus-like inhibitor.']",E,"Prolonged clotting times (PTT, PT, TT) -> History of bleeding spontaneously or after surgery or trauma -> Unknown etiology -> Repeat test with equal mixture of patient's and ""normal"" plasma -> PTT -> Inhibitor mix - No correction -> Specific or lupuslike inhibitor","Prolonged PTT, PT, TT -> History of spontaneous or post-surgical/traumatic bleeding -> Unknown etiology -> Mixing study with normal plasma -> PTT measurement -> No correction of PTT -> Presence of specific or lupus-like inhibitor
",coagulation abnormalities
148,"A 58-year-old woman with no significant past medical history is found to have prolonged PT, PTT, and TT during routine preoperative testing. She denies any personal or family history of bleeding disorders and is not taking any medications known to affect coagulation. Initial mixing studies do not correct. What is the most likely next step in the evaluation?","['Administer vitamin K empirically.', 'Repeat the PT, PTT, and TT.', 'Perform a reptilase time (RT).', 'Order specific factor assays and lupus anticoagulant testing.', 'Administer fresh frozen plasma (FFP).']",D,"Prolonged clotting times (PTT, PT, TT) -> No or unknown history of bleeding -> Unknown etiology -> Repeat test with equal mixture of patient's and ""normal"" plasma -> PTT -> Inhibitor mix - No correction -> Specific or lupuslike inhibitor","Prolonged PTT, PT, and TT -> Absence of prior bleeding history -> Etiology undetermined -> Mixing study with normal plasma -> Persistent PTT prolongation -> Inhibitor suspected, no correction observed -> Specific inhibitor or lupus anticoagulant.
",coagulation abnormalities
149,"A 52-year-old male presents with prolonged PTT, PT, and TT times of unknown etiology, accompanied by a history of spontaneous bleeding. After repeating the test with an equal mixture of the patient's and normal plasma, TT remains prolonged, but the reptilase time is normal. What is the most likely cause of the prolonged TT?","['Factor VIII deficiency', 'Lupus anticoagulant', 'Low fibrinogen', 'Factor VII deficiency', 'Heparin']",E,"Prolonged clotting times (PTT, PT, TT) -> History of bleeding spontaneously or after surgery or trauma -> Unknown etiology -> Repeat test with equal mixture of patient's and ""normal"" plasma -> TT -> Reptilase time - Normal -> Heparin","Prolonged PTT, PT, TT -> History of spontaneous or post-surgical/traumatic bleeding -> Etiology unknown -> Mixing study with normal plasma -> TT prolonged, Reptilase time normal -> Suspect heparin contamination
",coagulation abnormalities
150,"A 58-year-old male patient presents with prolonged prothrombin time (PT), partial thromboplastin time (PTT), and thrombin time (TT) during a routine preoperative evaluation. The patient denies any personal or family history of bleeding disorders. Further investigation reveals a normal reptilase time (RT). What is the MOST likely underlying cause of these coagulation abnormalities?","['Factor VII deficiency', 'Lupus anticoagulant', 'Vitamin K deficiency', 'Factor VIII deficiency', 'Heparin contamination']",E,"Prolonged clotting times (PTT, PT, TT) -> No or unknown history of bleeding -> Unknown etiology -> Repeat test with equal mixture of patient's and ""normal"" plasma -> TT -> Reptilase time - Normal -> Heparin","Prolonged PTT, PT, TT -> No known bleeding diathesis -> Etiology unclear -> Mixing study with normal plasma -> TT remains prolonged -> Normal Reptilase time -> Heparin-induced prolongation of TT suspected
",coagulation abnormalities
151,"A 58-year-old male presents with prolonged PT, PTT, and TT times of unknown etiology. He reports a history of spontaneous bleeding and bleeding after minor trauma. After repeating the tests with an equal mixture of the patient's and normal plasma, the TT remains prolonged. What is the next appropriate step in the evaluation?","['Measure fibrinogen levels directly', 'Order a D-dimer assay', 'Perform a reptilase time (RT) to exclude heparin.', 'Check platelet count', 'Administer vitamin K']",C,"Prolonged clotting times (PTT, PT, TT) -> History of bleeding spontaneously or after surgery or trauma -> Unknown etiology -> Repeat test with equal mixture of patient's and ""normal"" plasma -> TT -> Reptilase time - Prolonged -> FDP","Prolonged PTT, PT, TT -> History of spontaneous or post-operative/traumatic bleeding -> Unknown etiology -> Mixing study with normal plasma -> TT prolonged -> Reptilase time prolonged -> FDP assay
",coagulation abnormalities
152,"A 58-year-old male patient presents with prolonged prothrombin time (PTT, PT, TT) during a routine checkup. He denies any history of bleeding disorders or recent trauma. Further investigation reveals an unknown etiology for the prolonged clotting times. After repeating the test with an equal mixture of the patient's plasma and normal plasma, the thrombin time (TT) remains prolonged. What is the next appropriate step in evaluating this patient's coagulation abnormality?","['Order a complete blood count (CBC) to assess platelet levels.', 'Administer vitamin K to address potential factor deficiencies.', 'Perform a reptilase time (RT) to exclude heparin contamination.', 'Immediately administer fresh frozen plasma (FFP) to correct potential factor deficiencies.', 'Consult a hematologist for further evaluation and management.']",C,"Prolonged clotting times (PTT, PT, TT) -> No or unknown history of bleeding -> Unknown etiology -> Repeat test with equal mixture of patient's and ""normal"" plasma -> TT -> Reptilase time - Prolonged -> FDP","Prolonged PTT, PT, TT -> No known bleeding history -> Etiology unclear -> Mixing study with normal plasma -> TT prolonged -> Reptilase time prolonged -> FDP assay
",coagulation abnormalities
