question,answer,options,correct_option,path,condition
A 54-year-old male presents to your office with new-onset inguinal lymphadenopathy that has persisted for 3 weeks. Physical exam reveals enlarged nodes in the inguinal region. What is the MOST appropriate next step in management?,Order a CT scan of the abdomen and pelvis.,"['Initiate a course of broad-spectrum antibiotics.', 'Order a CT scan of the abdomen and pelvis.', 'Reassure the patient that new-onset lymphadenopathy is unlikely to be malignant.', 'Order a complete blood count and comprehensive metabolic panel.', 'Perform a fine needle aspiration of the lymph node.']",B,"Patient with LYMPHADENOPATHY -> Short-term New-onset -> Close observation -> Recurrent -> Laboratory tests -> Note location of enlarged node(s) -> Inguinal -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> CT scan of abdomen and pelvis -> Positive -> Biopsy and Treatment",lymphadenopathy
"A 32-year-old male presents with persistent, generalized lymphadenopathy that has lasted for more than two weeks. Initial laboratory tests, including serology and blood cultures, are negative for common infections and collagen vascular diseases. What is the MOST appropriate next step in management?","Perform triple endoscopy to evaluate nasal, bronchial, and esophageal passages.","['Initiate a course of broad-spectrum antibiotics.', 'Reassure the patient and schedule a follow-up appointment in 6 months.', 'Perform fine needle aspiration of the most accessible lymph node.', 'Perform triple endoscopy to evaluate nasal, bronchial, and esophageal passages.', 'Prescribe a short course of corticosteroids to reduce inflammation.']",D,Patient with LYMPHADENOPATHY -> Short-term New-onset -> Close observation -> Recurrent -> Laboratory tests -> Note location of enlarged node(s) -> Generalized -> Laboratory evaluation -> Negative -> Triple Endoscopy -> Positive -> Biopsy and Treatment,lymphadenopathy
"A 55-year-old male presents with persistent, painless lymphadenopathy in the neck region for approximately 3 weeks. Initial lab tests are inconclusive, and an ENT examination reveals no abnormalities. Considering the guidelines for further investigation, what is the MOST appropriate next step in management?","Triple endoscopy to evaluate nasal, bronchial, and esophageal passages.","['Initiate a course of broad-spectrum antibiotics.', 'Refer the patient for immediate lymph node excision.', 'Triple endoscopy to evaluate nasal, bronchial, and esophageal passages.', 'Perform a fine needle aspiration of the lymph node.', 'Order a CT scan of the chest, abdomen, and pelvis.']",C,"Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Head/neck -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> ENT examination -> Negative -> Triple Endoscopy -> Positive -> Biopsy and Treatment",lymphadenopathy
"A 55-year-old male presents with persistent, painless lymphadenopathy in the neck region for approximately 3 weeks. He reports no recent infections, fever, or weight loss. Physical examination reveals enlarged, firm, non-tender cervical lymph nodes. According to guidelines, what is the MOST appropriate next step in evaluating this patient's condition?",Order an abdominal CT scan to rule out intra-abdominal malignancies.,"['Immediately perform an excisional biopsy of the largest lymph node.', 'Order an abdominal CT scan to rule out intra-abdominal malignancies.', 'Obtain serologic studies for common viral infections such as EBV and CMV.', 'Prescribe a course of broad-spectrum antibiotics and reassess in 2 weeks.', 'Reassure the patient that lymphadenopathy is common and likely benign.']",B,"Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Head/neck -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> Abdominal CT scan -> Positive -> Biopsy and Treatment",lymphadenopathy
"A 55-year-old male presents with persistent, painless lymphadenopathy in the head and neck region for over two weeks. Initial blood tests are unremarkable. After ENT findings are normal, what is the MOST appropriate next step in management?",Triple endoscopy,"['Perform a fine needle aspiration of the lymph node', 'Prescribe a short course of corticosteroids', 'Initiate a course of broad-spectrum antibiotics', 'Order a CT scan of the abdomen and pelvis', 'Triple endoscopy']",E,"Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Head/neck -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> Chest film -> Mammography -> Negative -> Triple Endoscopy -> Positive -> Biopsy and Treatment",lymphadenopathy
"A 54-year-old male presents with persistent, painless lymphadenopathy in the head and neck region for approximately 3 weeks. Initial laboratory tests are unremarkable. After ENT evaluation and normal findings, what is the MOST appropriate next step in management?",Triple endoscopy,"['Referral to an oncologist for immediate chemotherapy', 'CT scan of the chest', 'Fine needle aspiration of the lymph node', 'Initiate a course of broad-spectrum antibiotics', 'Triple endoscopy']",E,"Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Head/neck -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> CT scan of abdomen and pelvis -> Negative -> Triple Endoscopy -> Positive -> Biopsy and Treatment",lymphadenopathy
"A 58-year-old male presents with persistent, painless lymphadenopathy in the neck region for approximately 3 weeks. Initial lab tests, including a complete blood count and basic metabolic panel, are unremarkable. Considering the duration and location of the lymphadenopathy, what is the MOST appropriate next step in the management of this patient?",Order a CT scan of the abdomen and pelvis to rule out abdominal or pelvic malignancies.,"['Perform an excisional biopsy of the largest lymph node in the neck.', 'Prescribe a course of broad-spectrum antibiotics to cover potential bacterial infections.', 'Refer the patient to an infectious disease specialist for further evaluation.', 'Reassure the patient and schedule a follow-up appointment in 6 months for observation.', 'Order a CT scan of the abdomen and pelvis to rule out abdominal or pelvic malignancies.']",E,"Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Head/neck -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> CT scan of abdomen and pelvis -> Positive -> Biopsy and Treatment",lymphadenopathy
"A 59-year-old male presents with persistent, painless lymphadenopathy in the left supraclavicular region for approximately 3 weeks. Physical examination reveals a firm, non-tender, enlarged node. After initial blood work is unremarkable, what is the MOST appropriate next step in management?","Triple endoscopy, followed by biopsy and treatment if positive.","['Perform an ENT examination.', 'Initiate a course of broad-spectrum antibiotics.', 'Order a CT scan of the chest, abdomen, and pelvis.', 'Triple endoscopy, followed by biopsy and treatment if positive.', 'Refer the patient for immediate excisional biopsy of the lymph node.']",D,"Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Supraclavicular -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> ENT examination -> Negative -> Triple Endoscopy -> Positive -> Biopsy and Treatment",lymphadenopathy
"A 54-year-old male presents with persistent, painless lymphadenopathy for approximately 3 weeks. The enlarged node is located in the supraclavicular region. Physical examination is otherwise unremarkable. What is the MOST appropriate next step in the evaluation of this patient?",Abdominal CT scan to rule out gastrointestinal or gynecological malignancies.,"['Order serologic studies for common viral infections like EBV and CMV.', 'Initiate a course of broad-spectrum antibiotics to treat potential infection.', 'Perform a fine needle aspiration of the lymph node.', 'Observation for another 2-4 weeks to see if the node increases in size.', 'Abdominal CT scan to rule out gastrointestinal or gynecological malignancies.']",E,"Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Supraclavicular -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> Abdominal CT scan -> Positive -> Biopsy and Treatment",lymphadenopathy
"A 53-year-old male presents with persistent supraclavicular lymphadenopathy detected during a routine physical exam. He reports no recent infections, weight loss, or night sweats. Initial chest film and mammography are negative. What is the MOST appropriate next step in evaluating this patient's lymphadenopathy?","Perform a triple endoscopy to evaluate nasal, bronchial, and esophageal passages.","['Initiate a course of broad-spectrum antibiotics and reassess in 2 weeks.', 'Reassure the patient and schedule a follow-up appointment in 3 months.', 'Perform a triple endoscopy to evaluate nasal, bronchial, and esophageal passages.', 'Perform a fine needle aspiration of the lymph node.', 'Order a CT scan of the abdomen and pelvis.']",C,"Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Supraclavicular -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> Chest film -> Mammography -> Negative -> Triple Endoscopy -> Positive -> Biopsy and Treatment",lymphadenopathy
"A 53-year-old male presents with persistent, painless lymphadenopathy in the supraclavicular region for approximately 3 weeks. Initial laboratory tests are unremarkable. Considering the location of the enlarged node, what is the MOST appropriate next step in the evaluation?","Perform chest film and mammography, followed by biopsy and treatment if positive.","['Perform chest film and mammography, followed by biopsy and treatment if positive.', 'Refer the patient for immediate surgical excision of the lymph node.', 'Reassure the patient and schedule a follow-up appointment in 6 months.', 'Order a CT scan of the abdomen and pelvis.', 'Initiate a course of broad-spectrum antibiotics and reassess in 2 weeks.']",A,"Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Supraclavicular -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> Chest film -> Mammography -> Positive -> Biopsy and Treatment",lymphadenopathy
"A 53-year-old male presents with persistent, painless lymphadenopathy in the supraclavicular region for approximately 3 weeks. Physical examination reveals a firm, non-tender, enlarged node. What is the MOST appropriate next step in the evaluation of this patient?",CT scan of the abdomen and pelvis.,"['Order routine blood work including complete blood count and comprehensive metabolic panel.', 'Initiate a course of broad-spectrum antibiotics.', 'Perform an excisional biopsy of the lymph node.', 'CT scan of the abdomen and pelvis.', 'Obtain a chest X-ray to evaluate for mediastinal involvement.']",D,"Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Supraclavicular -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> CT scan of abdomen and pelvis -> Positive -> Biopsy and Treatment",lymphadenopathy
A 55-year-old male presents with persistent axillary lymphadenopathy for 3 weeks. Initial lab tests are unremarkable. What is the MOST appropriate next step in the evaluation?,"Perform a triple endoscopy to evaluate nasal, bronchial, and esophageal passages.","['Order a CT scan of the abdomen and pelvis.', 'Refer the patient for an ENT examination.', 'Reassure the patient and schedule a follow-up appointment in 6 months.', 'Initiate a course of broad-spectrum antibiotics.', 'Perform a triple endoscopy to evaluate nasal, bronchial, and esophageal passages.']",E,"Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Axilla -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> ENT examination -> Negative -> Triple Endoscopy -> Positive -> Biopsy and Treatment",lymphadenopathy
"A 55-year-old female presents with recurrent axillary lymphadenopathy for approximately 3 weeks. Initial lab tests were unremarkable, and an abdominal CT scan came back negative. Considering the location of the lymphadenopathy, what is the MOST appropriate next step in management?","Perform a triple endoscopy to evaluate nasal, bronchial, and esophageal passages.","['Perform a triple endoscopy to evaluate nasal, bronchial, and esophageal passages.', 'Immediately perform a fine needle aspiration of the lymph node.', 'Order a PET scan to identify metabolically active nodes.', 'Schedule a follow-up appointment in 2-4 weeks to monitor the node size.', 'Initiate a course of broad-spectrum antibiotics.']",A,"Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Axilla -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> Abdominal CT scan -> Negative -> Triple Endoscopy -> Positive -> Biopsy and Treatment",lymphadenopathy
"A 55-year-old male presents with persistent, painless axillary lymphadenopathy for the past 3 weeks. Physical examination reveals enlarged nodes in the axilla. Considering the possible etiologies and the location of the lymphadenopathy, what is the MOST appropriate next step in the evaluation?",Abdominal CT scan to rule out underlying malignancy.,"['Abdominal CT scan to rule out underlying malignancy.', 'Initiate a course of broad-spectrum antibiotics.', 'Referral to an ENT specialist for further evaluation.', 'Monitor the lymphadenopathy for another 2-4 weeks.', 'Fine needle aspiration of the lymph node.']",A,"Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Axilla -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> Abdominal CT scan -> Positive -> Biopsy and Treatment",lymphadenopathy
"A 55-year-old male presents with persistent, painless axillary lymphadenopathy for over 3 weeks. Initial blood tests are unremarkable. After a chest film and mammography are negative, what is the MOST appropriate next step in the evaluation?","Triple endoscopy to evaluate nasal, bronchial, and esophageal passages.","['Observation with repeat examination in 2-4 weeks', 'Initiate a course of broad-spectrum antibiotics', 'Referral for excisional biopsy of the lymph node', 'Triple endoscopy to evaluate nasal, bronchial, and esophageal passages.', 'Fine needle aspiration of the lymph node']",D,"Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Axilla -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> Chest film -> Mammography -> Negative -> Triple Endoscopy -> Positive -> Biopsy and Treatment",lymphadenopathy
"A 55-year-old woman presents with persistent, painless axillary lymphadenopathy that has been present for approximately 3 weeks. She denies fever, weight loss, or night sweats. Physical examination reveals palpable, but non-tender, lymph nodes in her left axilla. What is the MOST appropriate next step in the management of this patient?",Obtain a CT scan of the abdomen and pelvis.,"['Reassure the patient and schedule a follow-up appointment in 2-4 weeks.', 'Obtain a CT scan of the abdomen and pelvis.', 'Order serologic studies and blood cultures.', 'Initiate a course of broad-spectrum antibiotics.', 'Perform a fine needle aspiration of the lymph node.']",B,"Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Axilla -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> CT scan of abdomen and pelvis -> Positive -> Biopsy and Treatment",lymphadenopathy
"A 55-year-old male presents with persistent inguinal lymphadenopathy for over a month. Initial lab tests are unremarkable, and an ENT examination is negative. What is the most appropriate next step in evaluating this patient's condition?","Perform a triple endoscopy to evaluate nasal, bronchial, and esophageal passages.","['Order a PET scan to identify the most metabolically active node for biopsy.', 'Perform a triple endoscopy to evaluate nasal, bronchial, and esophageal passages.', 'Prescribe a course of corticosteroids to reduce inflammation.', 'Initiate a course of broad-spectrum antibiotics.', 'Schedule an immediate excisional biopsy of the largest inguinal node.']",B,"Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Inguinal -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> ENT examination -> Negative -> Triple Endoscopy -> Positive -> Biopsy and Treatment",lymphadenopathy
A 55-year-old male presents with persistent inguinal lymphadenopathy for over two weeks. Physical examination reveals no apparent source of infection or inflammation in the lower extremities. An abdominal CT scan comes back negative. What is the MOST appropriate next step in management?,Perform a triple endoscopy to evaluate for occult malignancy.,"['Order a PET scan to identify metabolically active nodes.', 'Proceed directly to excisional biopsy of the inguinal node.', 'Reassure the patient and schedule a follow-up appointment in 4 weeks.', 'Perform a triple endoscopy to evaluate for occult malignancy.', 'Prescribe a course of broad-spectrum antibiotics.']",D,"Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Inguinal -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> Abdominal CT scan -> Negative -> Triple Endoscopy -> Positive -> Biopsy and Treatment",lymphadenopathy
"A 32-year-old male presents with persistent, generalized lymphadenopathy for over two weeks. Initial lab results, including serology and blood cultures, are negative. What is the MOST appropriate next step in management?","Perform a triple endoscopy to evaluate nasal, bronchial, and esophageal passages.","['Reassure the patient and schedule a follow-up appointment in 4-6 weeks.', 'Order a CT scan of the chest, abdomen, and pelvis.', 'Prescribe a course of broad-spectrum antibiotics.', 'Immediately proceed with excisional biopsy of the largest lymph node.', 'Perform a triple endoscopy to evaluate nasal, bronchial, and esophageal passages.']",E,Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Generalized -> Laboratory evaluation -> Negative -> Triple Endoscopy -> Positive -> Biopsy and Treatment,lymphadenopathy
"A 54-year-old male presents with a palpable, non-tender supraclavicular lymph node that has persisted for approximately 3 weeks. Initial ENT examination is unremarkable, and routine blood work shows no signs of acute infection. Given the location and persistence of the lymphadenopathy, what is the MOST appropriate next step in management?",Biopsy of the lymph node,"['Initiate a course of broad-spectrum antibiotics', 'Order a CT scan of the chest, abdomen, and pelvis', 'Biopsy of the lymph node', 'Refer for triple endoscopy', 'Close observation for another 2-4 weeks']",C,"Patient with LYMPHADENOPATHY -> Short-term New-onset -> Close observation -> Recurrent -> Laboratory tests -> Note location of enlarged node(s) -> Supraclavicular -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> ENT examination -> Negative -> Biopsy of Lymph Node",lymphadenopathy
"A 54-year-old male presents to your office with a chief complaint of a new, painless lump in his right axilla that he noticed 2 weeks ago. He denies any recent infections, trauma, or travel. Physical exam reveals a 2 cm, firm, non-tender, mobile lymph node in the right axilla. The remainder of his physical exam is unremarkable. What is the MOST appropriate next step in management?",Biopsy of the axillary lymph node,"['Biopsy of the axillary lymph node', 'Refer the patient for an ENT examination', 'Close observation for another 2-4 weeks', 'Order a CT scan of the chest, abdomen, and pelvis', 'Initiate a course of broad-spectrum antibiotics and reassess in 2 weeks']",A,"Patient with LYMPHADENOPATHY -> Short-term New-onset -> Close observation -> Recurrent -> Laboratory tests -> Note location of enlarged node(s) -> Axilla -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> ENT examination -> Negative -> Biopsy of Lymph Node",lymphadenopathy
"A 45-year-old male presents with persistent, painless lymphadenopathy in the neck region for approximately 3 weeks. Initial blood work, including a complete blood count and basic metabolic panel, is unremarkable. Physical examination reveals no other significant findings, and an ENT examination is also negative. Considering the duration and location of the lymphadenopathy, what is the MOST appropriate next step in management?",Biopsy of the affected lymph node.,"['Biopsy of the affected lymph node.', 'Monitor the lymph node for another 2-4 weeks.', 'Initiate a course of broad-spectrum antibiotics.', 'Prescribe a short course of corticosteroids.', 'Order a CT scan of the chest, abdomen, and pelvis.']",A,"Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Head/neck -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> ENT examination -> Negative -> Biopsy of Lymph Node",lymphadenopathy
"A 55-year-old male presents with persistent inguinal lymphadenopathy for 3 weeks. Initial laboratory tests, including serology and blood cultures, are unremarkable. After noting the location of the enlarged nodes, what is the MOST appropriate next step in evaluating this patient?",Biopsy of the lymph node,"['Biopsy of the lymph node', 'Prescribe a short course of corticosteroids', 'Perform a thorough ENT examination', 'Order a CT scan of the abdomen and pelvis', 'Initiate a course of broad-spectrum antibiotics']",A,"Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Inguinal -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> ENT examination -> Negative -> Biopsy of Lymph Node",lymphadenopathy
"A 55-year-old male presents with persistent inguinal lymphadenopathy for over 2 weeks. Initial laboratory tests, chest film, and mammography are unremarkable. Considering the location of the enlarged nodes, what is the MOST appropriate next step in the evaluation?",Biopsy of Lymph Node,"['Biopsy of Lymph Node', 'Observation for another 2-4 weeks', 'Referral for triple endoscopy', 'Initiate broad-spectrum antibiotics', 'Pelvic CT scan']",A,"Patient with LYMPHADENOPATHY -> Recurrent Long-term (>7–14 days) -> Laboratory tests -> Note location of enlarged node(s) -> Inguinal -> Rectal cancer, Prostate cancer, Lymphoma, Gynecologic cancer -> Chest film -> Mammography -> Negative -> Biopsy of Lymph Node",lymphadenopathy
"A 30-year-old woman with a history of multiple sexual partners and occasional unprotected sex presents with an abnormal Pap smear result showing ASC-US. After a repeat Pap smear confirms the ASC-US result, what is the most appropriate next step in managing her case, considering the guidelines for follow-up and treatment of abnormal cervical cytology?",Colposcopy with directed cervical biopsies and endocervical curettage (ECC).,"['Initiating cryoablation', 'Colposcopy with directed cervical biopsies and endocervical curettage (ECC).', 'Administering topical antibiotics', 'HPV DNA testing', 'Repeat Pap smear in 6 months']",B,"Patient with ABNORMAL PAP SMEAR -> History, Physical examination -> 'Unsatisfactory' Pap smear -> Repeat Pap smear -> LSIL/HSIL -> Colposcopy Directed Cervical Biopsies, Endocervical Curettage (ECC) -> Adequate assessment (limits of lesion seen) -> ASC-US/LSIL -> Appropriate Ablative Therapy -> Follow-up 4-6 mo Pap smears, Continue 2-3 yr or three consecutive normal Paps",abnormal pap smear
"A 30-year-old woman with a history of multiple sexual partners and occasional smoking presents with an abnormal Pap smear result showing ASC-US. After a physical examination, the Pap smear is deemed 'satisfactory'. What is the MOST appropriate next step in managing this patient?",Colposcopy with directed cervical biopsies and endocervical curettage (ECC).,"['Colposcopy with directed cervical biopsies and endocervical curettage (ECC).', 'HPV DNA identification and cervicography', 'Prescribe oral contraceptives to regulate hormonal imbalances.', 'Administer topical antibiotics for possible cervicitis.', 'Repeat Pap smear in 6 months.']",A,"Patient with ABNORMAL PAP SMEAR -> History, Physical examination -> 'Satisfactory' abnormal Pap smear -> ASC-US -> Risk factors, Positive HPV Typing, Positive Cervicogram -> Colposcopy Directed Cervical Biopsies, Endocervical Curettage (ECC) -> HSIL/CIS -> Appropriate Ablative Therapy -> Follow-up 4-6 mo Pap smears, Continue 2-3 yr or three consecutive normal Paps",abnormal pap smear
"A 28-year-old woman with a history of smoking and multiple sexual partners presents with an abnormal Pap smear showing LSIL. After a satisfactory colposcopy and directed biopsies, the assessment is adequate, and the margins of the lesion are visualized. What is the most appropriate next step in management?","Initiate appropriate ablative therapy, followed by repeat Pap smears every 4-6 months for 2 years or until three consecutive normal Pap smears are obtained.","['Administer a course of broad-spectrum antibiotics to treat potential cervicitis.', 'Initiate appropriate ablative therapy, followed by repeat Pap smears every 4-6 months for 2 years or until three consecutive normal Pap smears are obtained.', 'Prescribe topical antiviral medication to eradicate HPV.', 'Refer the patient for immediate hysterectomy.', 'Repeat Pap smear in 6 months to monitor for spontaneous regression.']",B,"Patient with ABNORMAL PAP SMEAR -> History, Physical examination -> 'Satisfactory' abnormal Pap smear -> LSIL/HSIL -> Colposcopy Directed Cervical Biopsies, Endocervical Curettage (ECC) -> Adequate assessment (limits of lesion seen) -> ASC-US/LSIL -> Appropriate Ablative Therapy -> Follow-up 4-6 mo Pap smears, Continue 2-3 yr or three consecutive normal Paps",abnormal pap smear
"A 30-year-old woman with a history of abnormal Pap smears is referred for further evaluation. Her most recent Pap smear reveals high-grade squamous intraepithelial lesion (HSIL). After history and physical examination, colposcopy, directed cervical biopsies, and endocervical curettage (ECC) are performed, revealing carcinoma in situ (CIS). What is the MOST appropriate next step in management?",Conization,"['Observation with repeat Pap smears in 6 months', 'Cryoablation', 'LEEP (Loop Electrocision Excision Procedure)', 'Hysterectomy', 'Conization']",E,"Patient with ABNORMAL PAP SMEAR -> History, Physical examination -> 'Satisfactory' abnormal Pap smear -> LSIL/HSIL -> Colposcopy Directed Cervical Biopsies, Endocervical Curettage (ECC) -> Positive carcinoma in situ (CIS) -> Conization",abnormal pap smear
"A 28-year-old nurse has a needlestick injury while drawing blood from a patient. The patient is later found to be positive for Hepatitis B. After baseline testing, how should the risk be stratified to determine the appropriate postexposure prophylaxis?",Assess whether the exposure was percutaneous.,"['Assess whether the exposure was percutaneous.', 'Determine the viral load of the source patient.', 'Check the nurse's HIV antibody status.', 'Check the nurse's Hepatitis B surface antibody status.', 'Determine the Hepatitis C antibody status of the source patient.']",A,Decision tree for managing hepatitis exposure -> Risk stratification -> Categorize the event as low-risk -> Assess Hepatitis B risk -> Any percutaneous exposure,postexposure prophylaxis for hiv and hepatitis b and c
"A nurse reports an incident where she splashed blood onto her intact skin while drawing blood from a patient with unknown hepatitis C status. According to the established postexposure prophylaxis guidelines, what is the next appropriate step in managing this exposure?",Assess the risk of Hepatitis C transmission based on the exposure type (intact skin) and source patient's status.,"['Administer prophylactic antiviral medication immediately.', 'Reassure the nurse that there is no risk of transmission via intact skin.', 'Begin a course of broad-spectrum antibiotics to prevent secondary infection.', 'Immediately report the incident to the infection control department.', 'Assess the risk of Hepatitis C transmission based on the exposure type (intact skin) and source patient's status.']",E,Decision tree for managing hepatitis exposure -> Risk stratification -> Categorize the event as low-risk -> Assess Hepatitis C risk -> Intact skin exposure to blood or body fluid,postexposure prophylaxis for hiv and hepatitis b and c
"A 30-year-old unvaccinated healthcare worker sustains a needlestick injury from a patient who is HBsAg-positive. After two series of Hepatitis B vaccination, the healthcare worker did not develop Hepatitis B surface antibodies. Considering this low-risk exposure, what is the next step in managing this healthcare worker's post-exposure prophylaxis?",No post-exposure prophylaxis is warranted,"['Administer a single dose of the Hepatitis B vaccine', 'Administer Hepatitis B immunoglobulin (HBIG) immediately', 'Administer both Hepatitis B immunoglobulin (HBIG) and initiate a Hepatitis B vaccine series', 'Monitor liver enzymes and repeat HBsAg testing in 6 months', 'No post-exposure prophylaxis is warranted']",E,Decision tree for managing hepatitis exposure -> Intervention -> Determine if the exposed individual is a Hepatitis B vaccine nonresponder after 2 series -> Administer Hepatitis B post-exposure prophylaxis for a low-risk event -> No post-exposure prophylaxis is warranted,postexposure prophylaxis for hiv and hepatitis b and c
A 30-year-old male presents to your office complaining of chronic constipation. He reports having less than three bowel movements per week for the past six months. Initial lab results are normal and colonoscopy excludes structural lesions. What is the next step in evaluating this patient's constipation?,Evaluate colonic transit time using radiopaque markers,"['Perform anorectal manometry', 'Schedule a flexible sigmoidoscopy', 'Evaluate colonic transit time using radiopaque markers', 'Order a barium enema', 'Prescribe a high-fiber diet and increase fluid intake']",C,"Evaluation of a patient with constipation -> Initial evaluation including patient history, physical examination and laboratory tests looking for heme-positive stool or rectal bleeding -> Perform diagnostic imaging to further investigate the cause of constipation -> Normal biopsy result. Could be other causes -> Study to evaluate colonic transit time -> Delayed transit time through the colon. Evaluate for slow transit constipation -> Surgical intervention or other specific treatment for Hirschsprung's disease",constipation
"A 30-year-old female presents with chronic constipation, reporting infrequent bowel movements and straining. Initial colonoscopy and barium enema were unremarkable. The physician suspects a motility disorder. What is the MOST appropriate next step in the evaluation of this patient?",Evaluate anorectal function with anorectal motility studies.,"['Perform a radiopaque marker colonic transit study.', 'Prescribe a high-fiber diet and encourage increased fluid intake.', 'Order a repeat colonoscopy with biopsies.', 'Evaluate anorectal function with anorectal motility studies.', 'Initiate treatment with stimulant cathartics.']",D,"Evaluation of a patient with constipation -> Initial evaluation including patient history, physical examination and laboratory tests looking for heme-positive stool or rectal bleeding -> Perform diagnostic imaging to further investigate the cause of constipation -> Normal biopsy result. Could be other causes -> Study to evaluate colonic transit time -> Abnormalities detected. Specific therapy for anoretcal disorder -> Evaluate anorectal function -> Abnormal motility study. Perform specific therapy -> Surgical intervention or other specific treatment for Hirschsprung's disease",constipation
"A 30-year-old female reports experiencing chronic constipation. Initial evaluations, including a colonoscopy and anorectal manometry, were unremarkable. What would be the next step in evaluating the cause of her constipation?",Perform defecography to assess the anorectal region further,"['Prescribe stimulant laxatives', 'Recommend a high-fiber diet and increased fluid intake', 'Initiate biofeedback therapy', 'Perform defecography to assess the anorectal region further', 'Order a radiopaque marker colonic transit study']",D,"Evaluation of a patient with constipation -> Initial evaluation including patient history, physical examination and laboratory tests looking for heme-positive stool or rectal bleeding -> Perform diagnostic imaging to further investigate the cause of constipation -> Normal biopsy result. Could be other causes -> Further assess anorectal function. Perform defecography to assess the anorectal region further -> Abnormalities detected. Specific therapy for anoretcal disorder -> Surgical intervention or other specific treatment for Hirschsprung's disease",constipation
