ID,question,answer,options,correct_option,path,condition,label,modifications
919,"A 36-year-old woman presents with infertility for 14 months and irregular menstrual cycles (36-40 days). After initial clinical evaluation, what is the MOST appropriate next step in management?",Measure TSH and prolactin levels.,"['Order serial ultrasound studies of ovulation.', 'Measure TSH and prolactin levels.', 'Obtain a cycle day 3 FSH level.', 'Prescribe clomiphene citrate for up to three ovulatory cycles.', 'Perform a timed endometrial biopsy.']",B,Infertility evaluation -> History of irregular cycles -> Assess for endocrine disorders -> Measure TSH and prolactin -> Identify treatable causes -> Guide further management,female infertility,1,Changed answer from clomiphene citrate to endocrine evaluation (TSH and prolactin) to rule out underlying disorders before ovulation induction.
920,A 36-year-old woman with regular menstrual cycles presents with a history of infertility after 8 months of unprotected intercourse. Physical examination and initial clinical history are unremarkable. Evaluation of ovulation is normal. What is the MOST appropriate next step in the management of this patient?,Hysterosalpingography (HSG),"['Prescribe Clomiphene Citrate ×3 months.', 'Referral to a reproductive endocrinologist.', 'Reassurance and continued attempts at conception for another 4 months.', 'Hysterosalpingography (HSG).', 'Intrauterine insemination (IUI).']",D,Patient with infertility -> History & physical unremarkable -> Regular cycles and normal ovulation -> Evaluate tubal patency -> HSG,female infertility,1,Changed correct answer from Clomiphene Citrate to Hysterosalpingography (HSG) and updated reasoning.
921,"A 36-year-old woman with a history of regular menses presents with a 14-month history of infertility. Initial evaluation, including semen analysis, was normal. Ovulation is confirmed. Day 3 FSH, estradiol, TSH, and prolactin levels are normal. What is the MOST appropriate next step in management?",Order a hysterosalpingogram (HSG),"['Prescribe clomiphene citrate for three ovulatory cycles.', 'Refer the patient for laparoscopy.', 'Measure anti-Müllerian hormone (AMH) levels.', 'Initiate in vitro fertilization.', 'Order a hysterosalpingogram (HSG).']",E,Infertility evaluation -> Normal ovulation and endocrine tests -> Evaluate tubal patency -> HSG,female infertility,1,Changed correct answer from Clomiphene Citrate to Hysterosalpingogram (HSG) per standard workup.
922,"A 32-year-old woman and her partner have been trying to conceive for 18 months without success. Her menstrual cycles are regular, and initial ovulation tests indicate normal function. After a hysterosalpingogram and postcoital test, the results come back normal. What is the most appropriate next step in managing this patient's infertility?",Intrauterine insemination (IUI) with controlled ovarian stimulation,"['Order serial ultrasound studies of ovulation.', 'Recommend in vitro fertilization (IVF) immediately.', 'Perform a laparoscopy to rule out endometriosis.', 'Advise the couple to continue trying naturally for another year.', 'Intrauterine insemination (IUI) with controlled ovarian stimulation.']",D,"Infertility evaluation -> Regular cycles, normal ovulation, normal HSG and postcoital test -> Unexplained infertility -> Initiate treatment with IUI plus controlled ovarian stimulation",female infertility,1,Changed correct answer from Clomiphene Citrate to IUI with controlled ovarian stimulation and updated reasoning.
923,"A 30-year-old woman presents with a 2-year history of infertility. Her clinical history and physical examination are unremarkable. Semen analysis of her partner is normal. Day 3 FSH, estradiol, TSH, and prolactin levels are within normal limits. She reports irregular menstrual cycles. What is the most appropriate next step in management?",Clomiphene citrate for three months,"['Clomiphene citrate for three months.', 'Hysterosalpingography (HSG).', 'In vitro fertilization (IVF).', 'Intrauterine insemination (IUI).', 'Laparoscopy.']",A,Infertility evaluation -> Irregular cycles (anovulation) confirmed by normal labs -> Initiate ovulation induction with Clomiphene Citrate,female infertility,0,No modifications needed.
924,"A 30-year-old woman and her partner have been trying to conceive for 18 months without success. Her menstrual cycles are irregular, occurring every 35-45 days. Semen analysis of her partner is normal. What is the most appropriate next step in her management?",Prescribe clomiphene citrate for up to three ovulatory cycles,"['Order serial ultrasound studies of ovulation.', 'Obtain a day 3 FSH level.', 'Perform a laparoscopy to rule out endometriosis.', 'Measure midluteal progesterone levels.', 'Prescribe clomiphene citrate for up to three ovulatory cycles.']",E,Infertility evaluation -> Irregular cycles with anovulatory pattern -> Initiate treatment with Clomiphene Citrate,female infertility,0,No modifications needed.
925,"A 32-year-old woman and her partner have been trying to conceive for 18 months without success. After a thorough clinical history, physical examination, and normal semen analysis, a hysterosalpingogram and postcoital test were performed, and the results reviewed. Assuming all tests come back normal, what is the most appropriate next step in managing this couple's infertility?",Intrauterine insemination (IUI) with controlled ovarian stimulation,"['Initiate treatment with clomiphene citrate for up to three ovulatory cycles.', 'Recommend in vitro fertilization (IVF) immediately.', 'Advise the couple to continue trying for another 6 months without intervention.', 'Refer the patient to a reproductive endocrinologist for further evaluation and management.', 'Intrauterine insemination (IUI) with controlled ovarian stimulation.']",E,Infertility evaluation -> Normal complete workup (including HSG and postcoital test) -> Unexplained infertility -> Initiate treatment with IUI plus controlled ovarian stimulation,female infertility,1,Changed correct answer from Clomiphene Citrate to IUI with controlled ovarian stimulation per standard treatment for unexplained infertility.
926,"A 28-year-old woman and her partner have been trying to conceive for 14 months without success. Her medical history is unremarkable, and physical examination reveals no abnormalities. The semen analysis of her partner is normal. After a hysterosalpingogram and postcoital test, the results are reviewed, and the woman is found to have regular menstrual cycles but laboratory tests reveal normal FSH and estradiol levels. Which of the following is the MOST appropriate next step in the management of this patient's infertility?",Intrauterine insemination (IUI),"['Intrauterine insemination (IUI).', 'Hysterosalpingography (HSG).', 'Laparoscopy.', 'In vitro fertilization (IVF).', 'Clomiphene Citrate ×3 mo.']",A,Infertility evaluation -> Regular cycles and normal ovarian reserve -> Unexplained infertility after HSG and postcoital test -> Initiate treatment with IUI,female infertility,1,Changed correct answer from Clomiphene Citrate to IUI and updated reasoning for unexplained infertility management.
927,"A 36-year-old woman and her partner have been trying to conceive for 8 months without success. The woman has regular menstrual cycles. After taking a thorough history and physical exam, what would be the next step in the evaluation of this patient?","Order day 3 FSH, estradiol, TSH, and prolactin levels","['Order a semen analysis for her partner.', 'Reassure the patient and advise her to continue trying for another 4 months.', 'Order day 3 FSH, estradiol, TSH, and prolactin levels.', 'Refer the patient to a reproductive endocrinologist.', 'Order a hysterosalpingogram.']",C,"Infertility evaluation -> 36-year-old with regular cycles -> Evaluate ovarian reserve and endocrine function -> Day 3 labs (FSH, estradiol, TSH, prolactin)",female infertility,0,No modifications needed.
928,"A 36-year-old woman and her partner have been trying to conceive for 7 months without success. Her menstrual cycles are regular, and ovulation has been confirmed with home ovulation predictor kits. After a thorough clinical history and physical exam, initial lab results, including a day 3 FSH level, estradiol, TSH, and prolactin, come back normal. What would be the next appropriate step in managing this patient's infertility?",Order a hysterosalpingogram to evaluate tubal patency,"['Recommend intrauterine insemination (IUI).', 'Prescribe clomiphene citrate for ovulation induction.', 'Perform a laparoscopy to rule out endometriosis.', 'Refer the patient to a reproductive endocrinology specialist for further evaluation and management.', 'Order a hysterosalpingogram to evaluate tubal patency.']",E,Infertility evaluation -> Regular cycles and confirmed ovulation -> Normal endocrine labs -> Next step: Evaluate tubal patency with HSG,female infertility,1,"Changed correct answer from referral to ordering an HSG, as tubal evaluation is essential in initial workup."
929,"A 36-year-old woman and her partner have been trying to conceive for 8 months without success. After a thorough clinical history and physical exam, the female partner's age is noted to be a potential factor. Initial evaluation of ovulation appears normal. What is the next appropriate step in the management of this couple's infertility?","Order a hysterosalpingogram and postcoital test, then review the results before considering further action or referral.","['Immediately refer the couple to a reproductive endocrinologist.', 'Repeat ovulation testing with serial ultrasound studies.', 'Order a semen analysis for the male partner.', 'Order a hysterosalpingogram and postcoital test, then review the results before considering further action or referral.', 'Prescribe clomiphene citrate for ovulation induction.']",D,Infertility evaluation -> Female partner >35 with normal ovulation -> Assess tubal and cervical factors with HSG and postcoital test -> Review results -> Determine next steps,female infertility,0,No modifications needed.
930,"A 30-year-old woman and her partner have been trying to conceive for 18 months without success. After initial history and physical examination, the semen analysis of her partner comes back normal. What would be the next appropriate step in evaluating the cause of infertility?",Hysterosalpingogram,"['Cycle day 3 FSH level.', 'Hysterosalpingogram.', 'Serial ultrasound studies of ovulation.', 'Laparoscopy.', 'Endometrial biopsy.']",B,Patient with infertility -> History and physical -> Female partner <35 -> Normal semen analysis -> Evaluate tubal patency -> Hysterosalpingogram,female infertility,0,No modifications needed.
931,"A 30-year-old woman and her partner have been trying to conceive for 18 months without success. The woman has irregular menstrual cycles, occurring every 35-45 days. A semen analysis of her partner is normal. What is the MOST appropriate next step in the evaluation of this patient's infertility?",Obtain a mid-luteal phase progesterone level to confirm ovulation.,"['Initiate treatment with clomiphene citrate.', 'Perform a postcoital test to assess sperm-cervical mucus interaction.', 'Obtain a mid-luteal phase progesterone level to confirm ovulation.', 'Refer to a reproductive endocrinologist for further evaluation.', 'Order a hysterosalpingogram (HSG) to evaluate tubal patency.']",C,Patient with infertility -> History and physical -> Irregular cycles -> Suspect ovulatory dysfunction -> Confirm ovulation status via mid-luteal progesterone level,female infertility,1,Changed correct answer from referral to mid-luteal progesterone evaluation.
932,"A 30-year-old woman and her partner have been trying to conceive for 18 months without success. The woman's menstrual cycles are irregular, occurring every 35-45 days. A semen analysis of her partner comes back normal. What is the MOST appropriate next step in evaluating the cause of infertility?",Obtain a mid-luteal phase progesterone level to confirm ovulation.,"['Refer the patient to a reproductive endocrinologist for further evaluation.', 'Order serial ultrasound studies to monitor ovulation.', 'Prescribe clomiphene citrate for three ovulatory cycles.', 'Obtain a midluteal progesterone level to confirm ovulation.', 'Perform a postcoital test to assess sperm-cervical mucus interaction.']",D,Patient with infertility -> History and physical -> Irregular cycles -> Suspect ovulatory dysfunction -> Confirm ovulation with mid-luteal progesterone measurement,female infertility,1,Changed correct answer from referral to mid-luteal progesterone evaluation.
933,"A 30-year-old woman and her partner have been trying to conceive for 14 months without success. They report regular, unprotected intercourse. The woman's menstrual cycles are regular and she has no significant medical history. After initial clinical history, physical examination, and normal semen analysis of the male partner, what is the MOST appropriate next step in the evaluation of this couple's infertility?","Hysterosalpingogram and postcoital test, then review results and consider referral to a specialist.","['Hysterosalpingogram and postcoital test, then review results and consider referral to a specialist.', 'Measure mid-luteal progesterone levels.'; 'Empiric clomiphene citrate therapy.', 'Laparoscopy to rule out endometriosis.', 'Reassurance and continued attempts at conception for another 6 months.']",A,Patient with infertility -> History and physical -> Regular cycles -> Normal semen analysis -> Evaluate tubal and cervical factors via HSG and postcoital test -> Review results -> Consider referral if abnormal,female infertility,0,No modifications needed.
934,"A 30-year-old woman and her partner have been trying to conceive for 14 months without success. The woman has regular menstrual cycles, and a semen analysis of her partner came back normal. After performing a hysterosalpingogram and postcoital test, the results came back normal. What is the next appropriate step in managing this couple's infertility?",Refer the couple to a reproductive endocrinology and infertility specialist for further evaluation and management.,"['Perform a laparoscopy to evaluate for endometriosis or other pelvic abnormalities.', 'Prescribe clomiphene citrate to the woman to induce superovulation.', 'Reassure the couple and advise continued attempts.', 'Refer the couple to a reproductive endocrinology and infertility specialist for further evaluation and management.', 'Repeat the semen analysis to confirm results.']",D,"Patient with infertility -> History, physical, normal semen analysis -> HSG and postcoital test normal -> Unexplained infertility -> Consider further evaluation via specialist referral",female infertility,0,No modifications needed.
935,"A 30-year-old woman and her partner have been trying to conceive for 18 months without success. The woman's menstrual cycles are regular, and a semen analysis of her partner is normal. After a hysterosalpingogram reveals an abnormality, what is the MOST appropriate next step in the evaluation of this patient?",Perform laparoscopy,"['Perform laparoscopy.', 'Order serum progesterone levels.', 'Repeat hysterosalpingogram.', 'Repeat semen analysis.', 'Proceed directly to in vitro fertilization.']",A,Patient with infertility -> History and physical -> Normal semen analysis -> HSG abnormal -> Confirm and evaluate tubal pathology with laparoscopy,female infertility,1,Changed correct answer from Repeat HSG to Perform laparoscopy for definitive evaluation.
936,"A 65-year-old male presents with lower urinary tract symptoms (LUTS) including hesitancy, weak stream, and nocturia. His AUA Symptom Score is 18, indicating moderate to severe symptoms. Which of the following is the MOST appropriate next step in evaluating his benign prostatic hyperplasia (BPH)?",Perform uroflowmetry and measure postvoid residual volume.,"['Order serum prostate-specific antigen (PSA) testing.', 'Initiate treatment with an alpha-blocker.', 'Obtain a urine culture.', 'Perform uroflowmetry and measure postvoid residual volume.', 'Schedule a prostate biopsy.']",D,Patient with BPH -> Moderate to severe LUTS -> Objective assessment via uroflowmetry and postvoid residual measurement -> Guide further management,benign prostatic hypertrophy,0,No modifications needed.
937,"A 55-year-old male presents with signs of lower gastrointestinal bleeding. Initial assessment is performed, and an NG tube is passed, but the source of bleeding remains unclear. After initial steps, what is the next appropriate diagnostic step to consider if lower GI bleeding is suspected?",Elective colonoscopy,"['Upper endoscopy.', 'Elective colonoscopy.', 'Barium enema.', 'Flexible sigmoidoscopy.', 'Tagged red blood cell scan.']",B,Patient with GI bleeding -> NG tube placement inconclusive -> Suspected lower GI source -> Elective colonoscopy for evaluation,gastrointestinal bleeding,0,No modifications needed.
938,"A 58-year-old male presents to the emergency department with hypotension, dizziness, and altered mental status. Initial assessment reveals a blood pressure of 70/40 mmHg and a heart rate of 110 bpm. After initial stabilization, what is the next most appropriate step in management?",Administer a fluid bolus of crystalloid solution.,"['Administer a fluid bolus of crystalloid solution.', 'Administer vasopressors such as norepinephrine.', 'Initiate Basic and Advanced Cardiac Life Support protocols.', 'Obtain a CT scan of the head.', 'Insert a pulmonary artery catheter for hemodynamic monitoring.']",A,Patient with hypotension -> Initial stabilization achieved -> Not in arrest -> Manage shock with fluid resuscitation as first-line therapy,hypotension,1,Changed correct answer from BLS/ACLS initiation to fluid bolus administration.
939,A 53-year-old male is brought to the emergency department with a blood pressure of 80/50 mmHg. He is alert but disoriented. What is the most appropriate next step in managing this patient?,Administer a fluid bolus of normal saline.,"['Administer vasopressors immediately.', 'Initiate Basic and Advanced Cardiac Life Support protocols.', 'Obtain a CT scan of the head.', 'Check blood glucose level.', 'Administer a fluid bolus of normal saline.']",E,Patient with hypotension -> Alert but disoriented -> Not in cardiac arrest -> Immediate management with fluid resuscitation is indicated,hypotension,1,Changed correct answer from BLS/ACLS initiation to fluid bolus administration.
940,"A 58-year-old man is brought to the emergency department with a blood pressure of 70/40 mmHg, heart rate of 120 bpm, and altered mental status. He appears pale and diaphoretic. What is the MOST appropriate initial step in managing this patient?",Administer a fluid bolus of 500 mL normal saline.,"['Initiate Basic and Advanced Cardiac Life Support protocols.', 'Administer dopamine to increase blood pressure.', 'Administer a fluid bolus of 500 mL normal saline.', 'Insert a pulmonary artery catheter.', 'Obtain a 12-lead ECG.']",C,Patient with hypotension -> Unstable but not in arrest -> Immediate resuscitation with fluid bolus as first-line therapy,hypotension,1,1: Changed correct answer from BLS/ACLS initiation to fluid bolus administration.
941,"A 54-year-old woman is scheduled for an elective hysterectomy. Considering the classification of this surgical procedure and the need for antimicrobial prophylaxis, which of the following is the most appropriate choice?",Cefoxitin,"['Cefepime.', 'Cefazolin.', 'Aztreonam.', 'Ceftriaxone.', 'Cefoxitin.']",E,Surgical procedure classification -> Clean-contaminated gynecologic surgery -> Hysterectomy prophylaxis -> Cefoxitin,antimicrobial prophylaxis in surgical patients,0,No modifications needed.
942,"A 30-year-old pregnant woman presents with tan to brown, irregular patches on her forehead, cheeks, and upper lip. She reports no history of trauma or inflammation. Physical examination reveals well-defined hyperpigmented macules coalescing into irregular patches. Which of the following is the most appropriate next step in management?",Reassurance and observation.,"['Topical corticosteroids.', 'Wood’s lamp examination.', 'Perform an excisional biopsy.', 'Topical retinoids.', 'Reassurance and observation.']",E,Patient with pigmented lesions in pregnancy -> Classic presentation of melasma -> Clinical diagnosis -> Conservative management with reassurance,pigmented lesions,1,Changed correct answer from excisional biopsy to reassurance and observation.
943,"A 32-year-old pregnant woman presents with complaints of new-onset dark patches on her face, particularly on her forehead, cheeks, and upper lip. She denies trauma or inflammation. Physical examination reveals mottled tan to brown macules coalescing into irregular patches. Which of the following is the most appropriate next step in management?",Reassurance and observation.,"['Reassurance and observation.', 'Wood’s lamp examination.', 'Perform an excisional biopsy.', 'Topical retinoids.', 'Topical corticosteroids.']",A,Patient with facial hyperpigmentation in pregnancy -> Typical for melasma -> Diagnosis based on clinical exam -> Conservative management with reassurance,pigmented lesions,1,Changed correct answer from excisional biopsy to reassurance and observation.
944,"A 45-year-old woman with no significant past medical history presents with concerns about new pigmented lesions on her face. Physical examination reveals localized, irregular hyperpigmentation on her cheeks and forehead. Which of the following is the MOST appropriate next step in management?",Perform an excisional biopsy.,"['Wood’s lamp examination.', 'Topical retinoids.', 'Perform an excisional biopsy.', 'Reassurance and sun protection.', 'Topical corticosteroids.']",C,"Patient with new, irregular pigmented lesion -> Concern for malignancy -> Definitive diagnosis via excisional biopsy",pigmented lesions,0,No modifications needed.
945,"A 30-year-old woman presents to her primary care physician complaining of persistent and excessive worry about various aspects of her life for the past 7 months, including work, family, and finances. She also reports restlessness, fatigue, difficulty concentrating, muscle tension, and sleep disturbances. What is the most appropriate initial step in managing her anxiety?",Offer supportive therapy and counseling to address her anxiety and promote coping strategies.,['Order a comprehensive metabolic panel to rule out underlying conditions.'; 'Initiate treatment with an SSRI for long-term management.'; 'Prescribe a benzodiazepine for immediate relief.'; 'Offer supportive therapy and counseling.'; 'Refer her to a psychiatrist for further evaluation.'],D,Patient with generalized anxiety symptoms -> Initial non-pharmacologic management with supportive therapy and counseling -> Monitor and consider further treatment if needed,anxiety,0,No modifications needed.
946,A 23-year-old college student reports feeling anxious and excessively fearful specifically when giving presentations in class. He recognizes that his fear is irrational yet significantly impairs his performance. He does not experience anxiety in other social situations. What is the most appropriate treatment approach for this patient's anxiety?,Administer a beta blocker prophylactically before presentations.,"['Prescribe a standing dose of clonazepam.', 'Administer a beta blocker prophylactically before presentations.', 'Initiate a trial of an SSRI.', 'Recommend cognitive-behavioral group therapy.', 'Recommend exposure therapy.']",B,Patient with performance anxiety -> Situational trigger identified -> Beta blockers are effective for prophylaxis in performance settings,anxiety,0,No modifications needed.
947,"A 30-year-old woman reports experiencing intense anxiety when encountering dogs. She actively avoids situations where she might encounter them, significantly impacting her daily life. Which of the following is the most appropriate initial step in managing her anxiety?",Exposure therapy,"['Prescribing a benzodiazepine for immediate relief.', 'Initiating treatment with an SSRI.', 'Exposure therapy.', 'Recommending cognitive-behavioral group therapy.', 'Performing a thorough medical evaluation to rule out organic causes.']",C,Patient with specific phobia -> Targeted exposure therapy is the first-line treatment for phobic disorders,anxiety,0,No modifications needed.
948,"A 30-year-old woman presents to her office complaining of excessive worry, restlessness, and difficulty concentrating for the past 7 months, significantly impacting her daily life. What is the most appropriate next step in managing her anxiety symptoms?",Initiate a trial of a selective serotonin reuptake inhibitor (SSRI).,"['Reassure the patient that her symptoms are due to stress and will resolve.', 'Start a trial of an SSRI.', 'Recommend lifestyle changes.', 'Initiate CBT immediately.', 'Prescribe a short-term course of benzodiazepines while evaluating long-term options.']",D,Patient with generalized anxiety disorder -> Chronic symptoms impacting function -> First-line treatment is an SSRI (often combined with CBT),anxiety,1,Changed correct answer from short-term benzodiazepines to initiation of an SSRI.
949,"A 30-year-old female presents to her primary care physician complaining of excessive worry, feeling restless and on edge, and difficulty concentrating for the past 7 months. Her symptoms cause significant distress and impairment. What is the most appropriate next step in managing her anxiety symptoms?",Initiate a trial of an SSRI.,"['Initiate a trial of an SSRI.', 'Recommend cognitive behavioral therapy.', 'Treat the underlying disorder contributing to the anxiety.', 'Order a comprehensive metabolic panel.', 'Prescribe a benzodiazepine for short-term relief.']",A,Patient with GAD symptoms -> No underlying disorder identified -> Direct treatment of anxiety with first-line SSRI therapy,anxiety,1,Changed correct answer from treating an underlying disorder to initiating an SSRI.
950,"A 25-year-old woman presents with a history of intense fear and avoidance of elevators, which has significantly impacted her ability to attend meetings on higher floors at her workplace. She recognizes this fear as excessive and irrational. What would be the most appropriate adjunctive treatment option to consider, given her condition?",Exposure Therapy,"['Cognitive Behavioral Therapy.', 'SSRI.',  'Adjunctive Benzodiazepine.', 'Exposure Therapy.', 'Beta Blocker.']",D,Patient with ANXIETY -> Excessive fear of specific situations -> Specific phobia -> First-line treatment is exposure therapy (CBT),anxiety,1,Changed correct answer from Adjunctive Benzodiazepine to Exposure Therapy.
951,"A 34-year-old woman presents with a persistent fear of open spaces and public transportation, which has significantly limited her ability to leave her home. She reports no history of panic attacks but experiences significant anxiety when faced with these situations. Considering organic factors have been ruled out, which of the following would be the MOST appropriate initial pharmacological treatment approach?",SSRI monotherapy,"['MAOI.', 'SSRI monotherapy.', 'Exposure therapy alone.', 'Adjunctive Benzodiazepine or Beta Blocker.', 'Tricyclic antidepressant.']",B,Patient with ANXIETY -> Agoraphobia without panic disorder -> First-line pharmacologic treatment is SSRI monotherapy,anxiety,1,Changed correct answer from Adjunctive Benzodiazepine or Beta Blocker to SSRI monotherapy per treatment guidelines.
952,"A 23-year-old graduate student experiences significant anxiety specifically when giving presentations. He reports feeling intensely self-conscious and fearful of judgment, which leads to physical symptoms like sweating and trembling. What would be the most appropriate initial treatment approach for his condition?",Prescribe a beta blocker to be taken prophylactically before presentations.,"['Prescribe daily SSRI medication.', 'Recommend cognitive-behavioral therapy focusing on social skills.', 'Recommend exposure therapy with simulated scenarios.', 'Prescribe a benzodiazepine for immediate relief.', 'Prescribe a beta blocker to be taken prophylactically before presentations.']",D,Patient with ANXIETY -> Performance anxiety (social phobia) -> Beta blockers effectively reduce physical symptoms when used prophylactically,anxiety,0,No modifications needed.
953,A 35-year-old woman presents to your office complaining of intense anxiety and fear when she has to leave her house to go to work or do errands. She states that she fears being in situations where escape might be difficult or help might not be available. She does not experience panic attacks outside of these situations. Which of the following is the most appropriate initial treatment approach?,SSRI Monotherapy,"['Tricyclic Antidepressants.', 'SSRI Monotherapy.', 'MAOI Monotherapy.', 'Adjunctive Benzodiazepine or Beta Blocker.', 'Cognitive Behavioral Therapy Alone.']",B,Patient with ANXIETY -> Agoraphobia without panic disorder -> First-line treatment is SSRI monotherapy (with CBT as adjunct),anxiety,1,Changed correct answer from Adjunctive Benzodiazepine or Beta Blocker to SSRI Monotherapy per first-line treatment guidelines.
954,"A 32-year-old HIV-positive patient presents with a persistent cough and shortness of breath. His CD4 count is unknown, but he reports a history of thrush and weight loss. A chest X-ray is performed and comes back normal. What is the MOST appropriate next step in evaluating this patient's respiratory symptoms?",Assess gas exchange,"['Order a high-resolution CT scan of the chest', 'Assess gas exchange', 'Initiate empiric therapy for Pneumocystis jiroveci pneumonia (PCP)', 'Obtain sputum for Gram stain and culture', 'Prescribe a course of broad-spectrum antibiotics']",B,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> If TB risk factors, observe routine infection-control practices during evaluation -> Advanced immunosuppresion (CD4 count/percent, clinical features, history) -> CXR -> Normal -> Assess gas exchange -> Abnormal -> Microbiologic testing",respiratory symptoms in hiv-infected patients,0,No modifications needed.
955,"A 35-year-old HIV-positive patient presents with a cough, fever, and shortness of breath. The patient's CD4 count is unknown, but they report a history of thrush and weight loss. A chest X-ray reveals diffuse interstitial infiltrates. What is the MOST appropriate next step in evaluating this patient's respiratory complaints?",Perform microbiologic testing of respiratory secretions.,"['Obtain pulmonary function tests to assess lung capacity.', 'Initiate empiric therapy for Pneumocystis jiroveci pneumonia (PCP).', 'Order a CT scan of the chest to further evaluate the infiltrates.', 'Perform microbiologic testing of respiratory secretions.', 'Prescribe broad-spectrum antibiotics for community-acquired pneumonia.']",D,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> If TB risk factors, observe routine infection-control practices -> Advanced immunosuppression (CD4 count/percent, clinical features, history) -> CXR (abnormal) -> Microbiologic testing",respiratory symptoms in hiv-infected patients,0,No modifications needed.
956,A 34-year-old HIV-infected male with a CD4 count of 400 cells/mm3 presents with a persistent cough and shortness of breath. A chest X-ray comes back normal. What is the next appropriate step in the evaluation of this patient's respiratory symptoms?,Order a CT scan of the chest with contrast.,"['Order a CT scan of the chest with contrast.', 'Pursue tissue diagnosis, considering bronchoscopy with transbronchial biopsy, VATS, or open lung biopsy.', 'Perform a sputum induction for Pneumocystis jiroveci pneumonia (PCP) and bacterial cultures.', 'Prescribe a course of corticosteroids for possible inflammation.', 'Start empiric antibiotic therapy for community-acquired pneumonia.']",A,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> If TB risk factors, observe routine infection-control practices -> HIV+ with CD4 count >350 -> CXR normal -> Order CT scan to detect subtle findings -> Further evaluation if CT abnormal",respiratory symptoms in hiv-infected patients,1,1 (Changed correct answer from tissue diagnosis to CT scan; updated reasoning path accordingly)
957,A 45-year-old HIV-positive man with a CD4 count of 400 cells/mm³ presents to the emergency department with a persistent cough and shortness of breath. A chest X-ray reveals an abnormal opacity in the left lower lobe. What is the MOST appropriate next step in management?,Initiate empiric antibiotic therapy for community-acquired pneumonia.,"['Initiate empiric antibiotic therapy for community-acquired pneumonia.', 'Start empiric treatment for Pneumocystis pneumonia (PCP).', 'Pursue tissue diagnosis via bronchoscopy with transbronchial biopsy, VATS, or open lung biopsy.', 'Order a CT scan of the chest with contrast.', 'Prescribe a course of oral corticosteroids.']",A,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> If TB risk factors, observe routine infection-control practices -> HIV+ with CD4 count >350 -> CXR abnormal with focal opacity -> Suspect community-acquired pneumonia -> Initiate empiric antibiotic therapy",respiratory symptoms in hiv-infected patients,1,1 (Changed correct answer from tissue diagnosis to empiric antibiotic therapy; updated reasoning path accordingly)
958,"A 34-year-old HIV-positive man with a CD4 count of 150 presents to the emergency department with a persistent cough, shortness of breath, and fever. A chest X-ray is ordered and comes back normal. What is the next best step in evaluating this patient's respiratory symptoms?",Assess gas exchange.,"['Initiate empiric antibiotic therapy for community-acquired pneumonia.', 'Assess gas exchange.', 'Obtain a CT scan of the chest.', 'Start empiric therapy for Pneumocystis pneumonia (PCP).', 'Prescribe symptomatic treatment and observe.']",B,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> If TB risk factors, observe routine infection-control practices -> Advanced immunosuppression -> CXR normal -> Assess gas exchange -> If abnormal, evaluate for PCP",respiratory symptoms in hiv-infected patients,0,No modifications needed.
959,"A 42-year-old HIV-positive man with a CD4 count of 400 cells/mm³ presents to the emergency department with a fever, cough, and shortness of breath that has been worsening over the past two weeks. A chest X-ray reveals focal infiltrates. Given his subacute presentation, what is the most likely diagnosis?",Tuberculosis.,"['Lymphoma', 'Tuberculosis', 'Kaposi's sarcoma', 'Community-acquired pneumonia', 'PCP']",B,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> If TB risk factors, observe routine infection-control practices -> HIV+ with CD4 count >350 -> CXR abnormal with focal infiltrates -> Subacute presentation -> Suspect Tuberculosis",respiratory symptoms in hiv-infected patients,1,1 (Changed correct answer from PCP to Tuberculosis; updated reasoning path accordingly)
960,"A 35-year-old HIV-positive patient with a CD4 count of 400 cells/ml presents with a subacute onset of fever, dyspnea, and a nonproductive cough. A chest X-ray reveals diffuse interstitial infiltrates. Given the patient's presentation and initial findings, which of the following is the MOST likely next step in management?",Initiate testing for Mycobacteria.,"['Prescribe a course of corticosteroids to reduce inflammation', 'Initiate testing for Pneumocystis jiroveci pneumonia (PCP)', 'Order a CT scan of the chest to further evaluate the infiltrates', 'Initiate empiric antibiotic therapy for community-acquired pneumonia', 'Initiate testing for Mycobacteria']",E,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> If TB risk factors, observe routine infection-control practices -> HIV+ with CD4 count >350 -> CXR abnormal with diffuse infiltrates -> Subacute presentation -> Evaluate for Mycobacteria (suspect TB resp. atypical mycobacteria)",respiratory symptoms in hiv-infected patients,0,No modifications needed.
