question,answer,options,correct_option,path,condition
"A 45-year-old female presents with an involuntary sustained contraction of the neck muscles, causing her head to twist to one side. What is the most likely diagnosis?",Cervical dystonia (torticollis),"['Cervical dystonia (torticollis)', 'Blepharospasm', 'Writer's cramp', 'Spasmodic dysphonia', 'Myoclonus']",A,Patient with HYPERKINESIAS -> Dystonia -> Focal Dystonia -> Torticollis,hyperkinesias
"A 60-year-old female presents with involuntary, forceful, and repetitive eye closure, causing significant difficulty with vision and daily activities. What is the most likely diagnosis?",Blepharospasm,"['Cervical dystonia', 'Blepharospasm', 'Writer's cramp', 'Spasmodic dysphonia', 'Myoclonus']",B,Patient with HYPERKINESIAS -> Dystonia -> Focal Dystonia -> Blepharospasm,hyperkinesias
"A 55-year-old female presents with a strained, strangled, or breathy voice. She reports difficulty speaking and frequent interruptions in her speech due to involuntary muscle spasms in her larynx. What is the most likely diagnosis?",Spasmodic dysphonia,"['Cervical dystonia', 'Blepharospasm', 'Writer's cramp', 'Spasmodic dysphonia', 'Myoclonus']",D,Patient with HYPERKINESIAS -> Dystonia -> Focal Dystonia -> Spasmodic dysphonia,hyperkinesias
A 35-year-old accountant presents with difficulty writing due to involuntary muscle contractions in the hand and forearm that occur only when attempting to write. What is the most likely diagnosis?,Writer's cramp,"['Cervical dystonia', 'Blepharospasm', 'Writer's cramp', 'Spasmodic dysphonia', 'Myoclonus']",C,Patient with HYPERKINESIAS -> Dystonia -> Focal Dystonia -> Writer's cramp,hyperkinesias
"A 48-year-old professional trumpet player presents with involuntary muscle contractions in his mouth and face that occur only when attempting to play his instrument, making it impossible to perform. What is the most likely diagnosis?",Embouchure dystonia,"['Cervical dystonia', 'Blepharospasm', 'Writer's cramp', 'Spasmodic dysphonia', 'Embouchure dystonia']",E,Patient with HYPERKINESIAS -> Dystonia -> Focal Dystonia -> Embouchure dystonia,hyperkinesias
"A 12-year-old child presents with progressive generalized dystonia, rigidity, and spasticity. MRI of the brain reveals the 'eye-of-the-tiger' sign in the globus pallidus. What is the most likely diagnosis?",Neuronal degeneration with iron accumulation type 1 (aka Hallervorden-Spatz),"['DYT-1 dystonia', 'Dopa-responsive dystonia', 'Huntington's disease', 'Wilson's disease', 'Neuronal degeneration with iron accumulation type 1 (aka Hallervorden-Spatz)']",E,Patient with HYPERKINESIAS -> Dystonia -> Generalized Dystonia -> Heredodegenerative -> Neuronal degeneration with iron accumulation type 1 (aka Hallervorden-Spatz),hyperkinesias
"A 15-year-old patient presents with progressive generalized dystonia, intellectual disability, and hepatosplenomegaly. Further workup reveals evidence of a metabolic storage disorder. What category of disorders is most likely causing his dystonia?",Generalized Dystonia -> Heredodegenerative -> Metabolic and storage disorders,"['DYT-1 dystonia', 'Dopa-responsive dystonia', 'Huntington's disease', 'Wilson's disease', 'Generalized Dystonia -> Heredodegenerative -> Metabolic and storage disorders']",E,Patient with HYPERKINESIAS -> Dystonia -> Generalized Dystonia -> Heredodegenerative -> Metabolic and storage disorders,hyperkinesias
"A 60-year-old patient presents with progressive generalized dystonia, rigidity, bradykinesia, and postural instability. The patient's symptoms are similar to Parkinson's disease, but the patient does not respond to Levodopa. What underlying condition should be considered?",Generalized Dystonia -> Heredodegenerative -> Parkinsonian syndromes,"['DYT-1 dystonia', 'Dopa-responsive dystonia', 'Huntington's disease', 'Wilson's disease', 'Generalized Dystonia -> Heredodegenerative -> Parkinsonian syndromes']",E,Patient with HYPERKINESIAS -> Dystonia -> Generalized Dystonia -> Heredodegenerative -> Parkinsonian syndromes,hyperkinesias
A 15-year-old male presents with progressive generalized dystonia that began in his foot and spread to involve other limbs and trunk. There is a strong family history of similar movement disorders starting in childhood. What is the most likely diagnosis?,DYT-1 (Oppenheim's dystonia),"['DYT-1 (Oppenheim's dystonia)', 'Dopa-responsive dystonia', 'Huntington's disease', 'Wilson's disease', 'Tardive dyskinesia']",A,Patient with HYPERKINESIAS -> Dystonia -> Generalized Dystonia -> Primary Inherited -> DYT-1 (Oppenheim's dystonia),hyperkinesias
A 7-year-old female presents with progressive generalized dystonia that began in her foot. The dystonia is significantly improved with low doses of levodopa. What is the most likely diagnosis?,Dopa-responsive dystonia,"['DYT-1 dystonia (Oppenheim's dystonia)', 'Dopa-responsive dystonia', 'Huntington's disease', 'Wilson's disease', 'Tardive dyskinesia']",B,Patient with HYPERKINESIAS -> Dystonia -> Generalized Dystonia -> Primary Inherited -> Dopa-responsive dystonia,hyperkinesias
A 16-year-old patient with a history of premature birth and neonatal jaundice presents with progressive generalized dystonia and spasticity. What is the most likely cause of the patient's dystonia?,"Perinatal injury (cerebral palsy, kernicterus, delayed-onset dystonia)","['DYT-1 dystonia', 'Dopa-responsive dystonia', 'Medication-induced dystonia', 'Cervical dystonia', 'Perinatal injury (cerebral palsy, kernicterus, delayed-onset dystonia)']",E,"Patient with HYPERKINESIAS -> Chorea -> Secondary causes of Dystonia -> Perinatal injury (cerebral palsy, kernicterus, delayed-onset dystonia)",hyperkinesias
A 20-year-old patient presents with dystonia. A review of his medical records indicates that he was born prematurely with hyperbilirubinemia requiring exchange transfusion. What is the most likely cause of his dystonia?,"Perinatal injury (cerebral palsy, kernicterus, delayed-onset dystonia)","['DYT-1 dystonia', 'Dopa-responsive dystonia', 'Medication-induced dystonia', 'Cervical dystonia', 'Perinatal injury (cerebral palsy, kernicterus, delayed-onset dystonia)']",E,"Patient with HYPERKINESIAS -> Dystonia -> Secondary causes of Dystonia -> Perinatal injury (cerebral palsy, kernicterus, delayed-onset dystonia)",hyperkinesias
"A 65-year-old male presents with new onset of dystonia in his right arm and leg. His medical history includes a stroke one year prior, affecting the left basal ganglia. What is the most likely cause of his dystonia?","CNS lesions (vascular malformations, stroke, tumor, head trauma)","['DYT-1 dystonia', 'Dopa-responsive dystonia', 'Medication-induced dystonia', 'Cervical dystonia', 'CNS lesions (vascular malformations, stroke, tumor, head trauma)']",E,"Patient with HYPERKINESIAS -> Chorea -> Secondary causes of Dystonia -> CNS lesions (vascular malformations, stroke, tumor, head trauma)",hyperkinesias
A 30-year-old female presents with a new onset of dystonia in her left arm and leg. Her medical history includes a cavernous malformation in the right basal ganglia. What is the most likely cause of her movement disorder?,"CNS lesions (vascular malformations, stroke, tumor, head trauma)","['DYT-1 dystonia', 'Dopa-responsive dystonia', 'Medication-induced dystonia', 'Cervical dystonia', 'CNS lesions (vascular malformations, stroke, tumor, head trauma)']",E,"Patient with HYPERKINESIAS -> Dystonia -> Secondary causes of Dystonia -> CNS lesions (vascular malformations, stroke, tumor, head trauma)",hyperkinesias
A 10-year-old female presents with new onset of dystonia. She had a history of rheumatic fever. What is the most likely cause of this patient's dystonia?,"Infectious, postinfectious","['DYT-1 dystonia', 'Dopa-responsive dystonia', 'Medication-induced dystonia', 'Cervical dystonia', 'Infectious, postinfectious']",E,"Patient with HYPERKINESIAS -> Chorea -> Secondary causes of Dystonia -> Infectious, postinfectious",hyperkinesias
A 12-year-old patient presents with new onset of sustained muscle contractions causing abnormal postures. She had a history of Sydenham's chorea. What is the most likely cause of the patient's dystonia?,"Infectious, postinfectious","['DYT-1 dystonia', 'Dopa-responsive dystonia', 'Medication-induced dystonia', 'Cervical dystonia', 'Infectious, postinfectious']",E,"Patient with HYPERKINESIAS -> Dystonia -> Secondary causes of Dystonia -> Infectious, postinfectious",hyperkinesias
A 58-year-old patient with Parkinson's disease presents with new-onset of dystonia in his foot. He has been on high dose of levodopa. What is the most likely cause of this patient's dystonia?,"Drug (dopaminomimetic, dopamine, antagonists, antidepressants)","['DYT-1 dystonia', 'Dopa-responsive dystonia', 'Medication-induced dystonia', 'Cervical dystonia', 'Perinatal injury (cerebral palsy, kernicterus, delayed-onset dystonia)']",C,"Patient with HYPERKINESIAS -> Chorea -> Secondary causes of Dystonia -> Drug (dopaminomimetic, dopamine, antagonists, antidepressants)",hyperkinesias
A 45-year-old patient with schizophrenia presents with new onset of dystonia. He is being treated with haloperidol. What is the most likely cause of this patient's dystonia?,"Drug (dopaminomimetic, dopamine, antagonists, antidepressants)","['DYT-1 dystonia', 'Dopa-responsive dystonia', 'Medication-induced dystonia', 'Cervical dystonia', 'Perinatal injury (cerebral palsy, kernicterus, delayed-onset dystonia)']",C,"Patient with HYPERKINESIAS -> Dystonia -> Secondary causes of Dystonia -> Drug (dopaminomimetic, dopamine, antagonists, antidepressants)",hyperkinesias
A 40-year-old male presents with new onset of dystonia. He reports working in a factory that produces dry cell batteries and has had chronic exposure to manganese dust over the last 10 years. What is the most likely cause of his dystonia?,"Toxin (manganese, carbon monoxide)","['DYT-1 dystonia', 'Dopa-responsive dystonia', 'Medication-induced dystonia', 'Cervical dystonia', 'Toxin (manganese, carbon monoxide)']",E,"Patient with HYPERKINESIAS -> Chorea -> Secondary causes of Dystonia -> Toxin (manganese, carbon monoxide)",hyperkinesias
A 48-year-old male presents with a new onset of dystonia and a history of working as a miner. He has been exposed to high levels of manganese. What is the most likely cause of his dystonia?,"Toxic (manganese, carbon monoxide)","['DYT-1 dystonia', 'Dopa-responsive dystonia', 'Medication-induced dystonia', 'Cervical dystonia', 'Toxic (manganese, carbon monoxide)']",E,"Patient with HYPERKINESIAS -> Dystonia -> Secondary causes of Dystonia -> Toxin (manganese, carbon monoxide)",hyperkinesias
"A 65-year-old male presents with rapid, involuntary muscle jerks following a recent cardiac arrest and subsequent hypoxic brain injury. What is the most likely cause of his myoclonus?",Posthypoxic,"['Essential tremor', 'Parkinson's disease', 'Posthypoxic', 'Tardive dyskinesia', 'Tourette's syndrome']",C,Patient with HYPERKINESIAS -> Myoclonus -> Posthypoxic,hyperkinesias
"A 16-year-old presents with myoclonic jerks that occur primarily in the morning, especially after sleep deprivation. He also reports occasional tonic-clonic seizures. What is the most likely diagnosis?","Epilepsy (juvenile myoclonic epilepsy, progressive myoclonic epilepsies)","['Essential tremor', 'Parkinson's disease', 'Posthypoxic myoclonus', 'Tardive dyskinesia', 'Epilepsy (juvenile myoclonic epilepsy, progressive myoclonic epilepsies)']",E,"Patient with HYPERKINESIAS -> Myoclonus -> Epilepsy (juvenile myoclonic epilepsy, progressive myoclonic epilepsies)",hyperkinesias
"A 75-year-old female presents with rapidly progressive dementia, myoclonus, and visual disturbances. What is the most concerning diagnosis?","Neurodegenerative diseases (Alzheimer's disease, Creutzfeldt-Jakob disease)","['Essential tremor', 'Parkinson's disease', 'Posthypoxic myoclonus', 'Tardive dyskinesia', 'Neurodegenerative diseases (Alzheimer's disease, Creutzfeldt-Jakob disease)']",E,"Patient with HYPERKINESIAS -> Myoclonus -> Neurodegenerative diseases (Alzheimer's disease, Creutzfeldt-Jakob disease)",hyperkinesias
"A 25-year-old male presents with rapid, involuntary muscle jerks and sustained muscle contractions causing abnormal postures. What condition is most likely causing this patient's hyperkinesias?",Myoclonus-dystonia,"['Essential tremor', 'Parkinson's disease', 'Posthypoxic myoclonus', 'Tardive dyskinesia', 'Myoclonus-dystonia']",E,Patient with HYPERKINESIAS -> Myoclonus -> Myoclonus-dystonia,hyperkinesias
"A 14-year-old male presents with frequent, repetitive eye blinking and shoulder shrugging that he can briefly suppress. What type of hyperkinesia is he exhibiting?",Motor tics,"['Essential tremor', 'Parkinson's disease', 'Myoclonus', 'Motor tics', 'Dystonia']",D,Patient with HYPERKINESIAS -> Tics -> Motor,hyperkinesias
"A 12-year-old male presents with frequent, repetitive throat clearing and grunting sounds that he can briefly suppress. What type of hyperkinesia is he exhibiting?",Phonic tics,"['Essential tremor', 'Parkinson's disease', 'Myoclonus', 'Motor tics', 'Phonic tics']",E,Patient with HYPERKINESIAS -> Tics -> Phonic,hyperkinesias
"A 10-year-old male presents with both motor tics, including eye blinking and head jerking, and phonic tics, including throat clearing and grunting. The tics have been present for more than 1 year. What is the most likely diagnosis?",Tourette's syndrome,"['Essential tremor', 'Parkinson's disease', 'Myoclonus', 'Tardive dyskinesia', 'Tourette's syndrome']",E,Patient with HYPERKINESIAS -> Tics -> Motor + phonic; consider Tourette's syndrome,hyperkinesias
"A 28-year-old female presents with mild hirsutism on her upper lip and chin. She denies any other symptoms, such as acne, menstrual irregularities, or weight gain. What is the most appropriate initial management?","Treat with cosmetic approaches like bleaching, shaving, waxing, electrolysis, laser treatment, and the use of depilatory agents.","['Measure plasma testosterone and free testosterone', 'Perform a pelvic ultrasound', 'Evaluate for glucose intolerance and sleep apnea', 'Treat with cosmetic approaches like bleaching, shaving, waxing, electrolysis, laser treatment, and the use of depilatory agents.', 'Prescribe spironolactone and oral contraceptives']",D,"Initial assessment of patient with excessive hair growth in a male pattern -> Perform a history and physical examination to assess the severity of hirsutism -> Hirsutism is mild -> Treat with cosmetic approaches like bleaching, shaving, waxing, electrolysis, laser treatment, and the use of depilatory agents.",hirsutism
"A 32-year-old female presents with moderate hirsutism on her face, chest, and abdomen. Her early morning plasma testosterone and free testosterone levels are within normal limits. She also reports irregular menstrual cycles and has polycystic ovaries on ultrasound. What is the most appropriate treatment?","Spironolactone, Oral contraceptive","['Cosmetic approaches such as bleaching and waxing', 'Spironolactone, Oral contraceptive', '17-alpha-hydroxyprogesterone level measurement', 'Adrenal CT scan', 'Eflornithine hydrochloride cream']",B,"Initial assessment of patient with excessive hair growth in a male pattern -> Perform a history and physical examination to assess the severity of hirsutism -> Hirsutism is moderate or severe -> Measure plasma testosterone and free testosterone in the early morning -> Testosterone level is normal or low -> Polycystic ovary syndrome: diagnosed when the patient has at least two symptoms of chronic hyperandrogenism, oligo-ovulation or anovulation, and polycystic ovaries. -> Spironolactone, Oral contraceptive",hirsutism
"A 10-year-old female presents with moderate hirsutism, premature pubic hair growth, and clitoromegaly. Her testosterone levels are normal. What is the most appropriate next step in the evaluation of her hirsutism?",17-alpha-hydroxyprogesterone level measurement,"['Cosmetic approaches such as bleaching and waxing', '17-alpha-hydroxyprogesterone level measurement', 'Adrenal CT scan', 'Spironolactone, Oral contraceptive', 'Dehydroepiandrosterone sulfate (DHEAS) level measurement']",B,"Initial assessment of patient with excessive hair growth in a male pattern -> Perform a history and physical examination to assess the severity of hirsutism -> Hirsutism is moderate or severe -> Measure plasma testosterone and free testosterone in the early morning -> Testosterone level is normal or low -> Virilizing congenital adrenal hyperplasia: suggested by the premature growth of pubic hair and clitoromegaly. -> Can be excluded by measuring the morning 17-alpha-hydroxyprogesterone level. -> Spironolactone, Oral contraceptive",hirsutism
"A 40-year-old female presents with new onset hirsutism, proximal muscle weakness, and purple striae on her abdomen. Her early morning testosterone and free testosterone levels are within the normal range. What is the most likely diagnosis?",Cushing's syndrome,"['Acromegaly', 'Cushing's syndrome', 'Polycystic ovary syndrome', 'Idiopathic hirsutism', 'Virilizing congenital adrenal hyperplasia']",B,"Initial assessment of patient with excessive hair growth in a male pattern -> Perform a history and physical examination to assess the severity of hirsutism -> Hirsutism is moderate or severe -> Measure plasma testosterone and free testosterone in the early morning -> Testosterone level is normal or low -> Acromegaly: suggested by the coarsening of facial features or by hand enlargement. Prolactinoma: suggested by the presence of galactorrhea and an elevated prolactin level. Cushing's syndrome: suggested by the development of truncal obesity, moon face, buffalo hump, purple striae, or proximal muscle weakness. -> Refer to relevant chapters for further information",hirsutism
"A 42-year-old female presents with rapid onset of severe hirsutism, deepening of her voice, and increased muscle mass. Her early morning plasma testosterone level is 250 ng/dL. What is the most appropriate next step in the evaluation?",Evaluate with a level of dehydroepiandrosterone sulfate (DHEAS) and an abdominal and pelvic ultrasound.,"['Cosmetic approaches such as bleaching and waxing', 'Evaluate with a level of dehydroepiandrosterone sulfate (DHEAS) and an abdominal and pelvic ultrasound.', 'Spironolactone, Oral contraceptive', '17-alpha-hydroxyprogesterone level measurement', 'Adrenal CT scan']",B,Initial assessment of patient with excessive hair growth in a male pattern -> Perform a history and physical examination to assess the severity of hirsutism -> Hirsutism is moderate or severe -> Measure plasma testosterone and free testosterone in the early morning -> Testosterone level is high -> Androgen-secreting tumors are rare but should be considered among women with an acute presentation or those who have very high levels of testosterone (>200 ng/dl). -> Evaluate with a level of dehydroepiandrosterone sulfate (DHEAS) and an abdominal and pelvic ultrasound. -> Surgical removal of the tumor,hirsutism
"A 55-year-old male presents to the emergency department with severe, sudden onset abdominal pain. He is hypotensive, tachycardic, and febrile. On examination, his abdomen is rigid and exquisitely tender to palpation with rebound tenderness. What is the most appropriate next step in management?",Resuscitation -> LAPAROTOMY,"['Observation and serial abdominal exams', 'Resuscitation -> LAPAROTOMY', 'Abdominal CT scan with contrast', 'Order serum amylase and lipase', 'Administer broad-spectrum antibiotics']",B,"Patient with ACUTE ABDOMINAL PAIN -> History -> Physical examination -> Unstable or Obvious surgical indication -> Hemorrhage, Perforation, Acute peritonitis, Bowel obstruction, Ischemia -> Resuscitation -> LAPAROTOMY",acute abdominal pain
"A 30-year-old female presents with acute abdominal pain in the right lower quadrant. She is hemodynamically stable, and her initial laboratory results are unremarkable. After 8 hours of close observation, her pain has progressively worsened, and she now has rebound tenderness in the right lower quadrant. What is the most appropriate next step in management?",Surgical consultation,"['Discharge with close follow-up', 'Pain medication and reassessment in 24 hours', 'Surgical consultation', 'Empiric antibiotics', 'Abdominal X-ray']",C,"Patient with ACUTE ABDOMINAL PAIN -> History -> Physical examination -> Stable -> Observation -> Further studies -> Continued pain, Increased pain -> Surgical consultation",acute abdominal pain
"A 70-year-old malnourished patient presents with acute abdominal pain. His physical examination is relatively benign with mild tenderness only, but he reports severe pain. What should be taken into consideration for this patient?",Inadequate physical manifestations,"['Inadequate physical manifestations', 'Referred pain', 'Visceral pain', 'Parietal pain', 'Psychogenic pain']",A,Patient with ACUTE ABDOMINAL PAIN -> History -> Physical examination -> Stable -> Observation -> Consider: Inadequate physical manifestations,acute abdominal pain
"A 25-year-old female presents with acute abdominal pain. She is hemodynamically stable, and her physical examination reveals only mild abdominal tenderness. What should be considered before pursuing surgical etiologies?",Medical causes of acute abdominal pain,"['Surgical causes of acute abdominal pain', 'Medical causes of acute abdominal pain', 'Psychiatric causes of acute abdominal pain', 'Neurological causes of acute abdominal pain', 'Musculoskeletal causes of acute abdominal pain']",B,Patient with ACUTE ABDOMINAL PAIN -> History -> Physical examination -> Stable -> Observation -> Exclude: Medical causes,acute abdominal pain
"A 70-year-old male is brought to the emergency department in winter. The patient is shivering but coherent. He reports being found outside his house after falling on the ice. The patient is hypotensive, tachycardic, and dyspneic. What is the next step in the management?",Check core temperature,"['Check core temperature', 'Administer warm intravenous fluids', 'Apply warming blankets', 'Obtain a detailed history', 'Order routine laboratory tests']",A,"Patient with HYPOTHERMIA -> Has the patient been exposed to cold? -> Cardiovascular instability present -> Check core temperature -> Core temperature is below 35 degrees Celsius -> Remove cold and wet clothing; ECG; IV access; Laboratory studies (CBC, electrolytes); Airway protection -> Is the patient experiencing cardiovascular instability? -> No exposure to cold -> Apply active external rewarming -> ICU admission",hypothermia
"A 50-year-old female is found unconscious in freezing temperatures. She is hypotensive, bradycardic, and her core temperature is 30°C. After initial resuscitation, she remains cardiovascularly unstable despite active external rewarming. What is the next best step?",Apply a combination of active external and internal rewarming techniques,"['Continue active external rewarming alone', 'Apply a combination of active external and internal rewarming techniques', 'Administer vasopressors', 'Perform immediate cardiac pacing', 'Discontinue rewarming efforts']",B,Patient with HYPOTHERMIA -> Has the patient been exposed to cold? -> Cardiovascular instability present -> Apply a combination of active external and internal rewarming techniques -> Prolonged resuscitation until patient actively rewarmed -> ICU admission,hypothermia
"A 60-year-old male is brought to the emergency department after being found outside in cold weather. He is shivering and confused, but his vital signs are stable. His core body temperature is 35.5°C. What is the most appropriate initial management?",Passive rewarming,"['Active external rewarming', 'Active core rewarming', 'Passive rewarming', 'Administration of warm IV fluids', 'Cardiac monitoring']",C,Patient with HYPOTHERMIA -> Has the patient been exposed to cold? -> Cardiovascular instability present -> Check core temperature -> Core temperature is above 35 degrees Celsius -> Passive rewarming,hypothermia
"A 75-year-old female presents to the emergency department with altered mental status and a core body temperature of 34°C. She denies any recent exposure to cold weather. After initial assessment, she is found to be hypotensive and tachycardic. What is the next step in management?","Treat underlying cause (stroke, sepsis, CVA, ACS)","['Remove cold and wet clothing; ECG; IV access; Laboratory studies (CBC, electrolytes); Airway protection', 'Apply active external rewarming', 'Treat underlying cause (stroke, sepsis, CVA, ACS)', 'Apply passive rewarming', 'Administer warm IV fluids']",C,"Patient with HYPOTHERMIA -> Has the patient been exposed to cold? -> Cardiovascular instability present -> Check core temperature -> Core temperature is below 35 degrees Celsius -> Remove cold and wet clothing; ECG; IV access; Laboratory studies (CBC, electrolytes); Airway protection -> Is the patient experiencing cardiovascular instability? -> No exposure to cold -> Treat underlying cause (stroke, sepsis, CVA, ACS)",hypothermia
A 70-year-old female with a history of heart failure presents to the emergency department with altered mental status and a core body temperature of 33°C. The patient denies recent exposure to cold temperatures. What is the most appropriate next step in the management of this patient?,"Treat underlying cause (stroke, sepsis, CVA, ACS)","['Apply active external rewarming', 'Apply passive rewarming', 'Treat underlying cause (stroke, sepsis, CVA, ACS)', 'Administer warm intravenous fluids', 'Monitor patient and observe']",C,"Patient with HYPOTHERMIA -> Has the patient been exposed to cold? -> No exposure to cold -> Treat underlying cause (stroke, sepsis, CVA, ACS)",hypothermia
"A 72-year-old male presents for his annual physical examination. When asked about falls in the past year, he denies any falls. What is the next appropriate step?","Establish baseline level of gait, balance, and use of assistive devices","['Discharge the patient with routine follow-up', 'Order a bone density scan', 'Establish baseline level of gait, balance, and use of assistive devices', 'Prescribe vitamin D supplementation', 'Perform a medication reconciliation']",C,"Assess the history of the patient -> Patient did not report falls -> Ask about falls in the context of annual functional assessment -> No falls reported -> Establish baseline level of gait, balance, and use of assistive devices",falls in geriatric patients
An 80-year-old female reports that she fell twice in the past year. What is the next step in her evaluation?,"Establish baseline level of gait, balance, and use of assistive devices","['Order a bone density scan', 'Inquire about the circumstances surrounding each fall', 'Prescribe a multivitamin', 'Establish baseline level of gait, balance, and use of assistive devices', 'Refer to physical therapy']",B,"Assess the history of the patient -> Patient reported falls -> Ask about the details of the fall: Single, Recurrent, With/without injury -> Establish baseline level of gait, balance, and use of assistive devices",falls in geriatric patients
A 78-year-old female presents to her primary care physician for a fall risk assessment. She reports having two falls in the past year. Her daughter was present during both falls and witnessed the events. What is the most appropriate next step?,Ask questions to the witness(es),"['Perform a neurological examination', 'Ask questions to the witness(es)', 'Order a bone density scan', 'Prescribe Vitamin D supplementation', 'Refer to physical therapy']",B,"Assess the history of the patient -> Patient reported falls -> Ask about the details of the fall: Single, Recurrent, With/without injury -> Fall was witnessed -> Ask questions to the witness(es)",falls in geriatric patients
A 75-year-old female presents to her physician reporting two falls in the past six months. She lives alone and was unable to provide any specific details about the circumstances surrounding either fall. What is the most appropriate next step in assessing her fall risk?,Ask questions to the patient or surrogate,"['Order a bone density scan', 'Refer the patient to physical therapy', 'Ask questions to the patient or surrogate', 'Perform a cognitive assessment', 'Obtain an ECG']",C,"Assess the history of the patient -> Patient reported falls -> Ask about the details of the fall: Single, Recurrent, With/without injury -> Fall was not witnessed -> Ask questions to the patient or surrogate",falls in geriatric patients
A 76-year-old male presents with a history of two falls in the past 6 months. He reports that he lost consciousness during both falls and does not recall the events leading up to them. What is the next appropriate step in his evaluation?,Syncope workup and consider other causes,"['Referral to physical therapy', 'Syncope workup and consider other causes', 'Medication reconciliation', 'Home safety assessment', 'Vision examination']",B,Assess the history of the patient -> Consider emerging causes -> Patient had loss of consciousness -> Syncope workup and consider other causes,falls in geriatric patients
A 79-year-old female presents with a history of two falls in the past year. She denies any loss of consciousness but reports feeling dizzy just before each fall. What is the next step in her assessment?,Dizziness workup and consider other causes,"['Medication reconciliation', 'Home safety assessment', 'Vision examination', 'Dizziness workup and consider other causes', 'Neurological examination']",D,Assess the history of the patient -> Consider emerging causes -> Patient did not have loss of consciousness -> Dizziness -> Dizziness workup and consider other causes,falls in geriatric patients
"A 79-year-old female presents with a history of recurrent falls. She denies loss of consciousness with the falls, but reports feeling dizzy immediately before each fall. What is the next step in the evaluation?",Dizziness workup and consider other causes,"['Medication reconciliation', 'Dizziness workup and consider other causes', 'Home safety assessment', 'Vision examination', 'Neurological examination']",B,Assess the history of the patient -> Causes -> Dizziness -> Dizziness workup and consider other causes,falls in geriatric patients
A 77-year-old male reports two falls in the past year. He denies any loss of consciousness or dizziness associated with the falls. What is the next step in evaluating the causes of his falls?,Consider other causes,"['Perform a neurological exam', 'Vision examination', 'Assess medication list', 'Assess home safety', 'Consider other causes']",E,Assess the history of the patient -> Consider emerging causes -> Patient did not have loss of consciousness -> Patient did not experience dizziness -> Other causes,falls in geriatric patients
"A 75-year-old male presents to his primary care physician for his annual well-being visit. During the review of his medical history, he reports that he has fallen twice in the past year. He denies any loss of consciousness, dizziness, chest pain, shortness of breath, palpitations, or other neurological symptoms during or leading up to the falls. What is the next step in evaluating the causes of his falls?",Consider other causes,"['Perform a neurological exam', 'Vision examination', 'Assess medication list', 'Assess home safety', 'Consider other causes']",E,Assess the history of the patient -> Causes -> Other causes,falls in geriatric patients
"A 78-year-old female presents with a history of recurrent falls. After obtaining a thorough history and performing a comprehensive physical examination, what is the next step in assessing her fall risk?","Perform functional tests: Tinetti Gait and Balance test, Timed Get Up and Go test","['Perform functional tests: Tinetti Gait and Balance test, Timed Get Up and Go test', 'Order a bone density scan', 'Prescribe vitamin D supplementation', 'Refer to physical therapy', 'Conduct a home safety assessment']",A,"Assess the history of the patient -> Perform a physical examination -> Perform functional tests: Tinetti Gait and Balance test, Timed Get Up and Go test",falls in geriatric patients
"A 70-year-old male presents with a history of recurrent falls. After obtaining a thorough history, what is the next step in the evaluation process?",Perform a physical examination,"['Review the patient's medication list', 'Perform a physical examination', 'Order a bone density scan', 'Refer the patient to physical therapy', 'Conduct a home safety assessment']",B,"Assess the history of the patient -> Perform a physical examination -> Physical examination: Vital signs, HEENT, Neck, Back, Cardio/pulmonary, Extremities, Musculoskeletal, Neurologic, Functional",falls in geriatric patients
"A 78-year-old male presents with a history of recurrent falls, all of which were preceded by a brief loss of consciousness. What specific etiology of falls should be explored?",Syncope,"['Medication interactions', 'Balance issues', 'Visual impairment', 'Environmental hazards', 'Syncope']",E,Assess the history of the patient -> Causes -> Syncope,falls in geriatric patients
A 78-year-old female with a history of two falls in the past year is found to have poor balance and muscle weakness. What interventions should be implemented to decrease her risk of future falls?,"Gait, balance, exercise programs, Footwear, assistive devices","['Medication reconciliation', 'Home safety assessment', 'Gait, balance, exercise programs, Footwear, assistive devices', 'Vision examination', 'Neurological examination']",C,"Assess the history of the patient -> Management interventions -> Treat acute medical conditions, Treat chronic medical conditions, Medication modification, Environmental hazard modification, Risk-taking behavior modification, Gait, balance, exercise programs, Footwear, assistive devices",falls in geriatric patients
"A 68-year-old male with a history of coronary artery disease presents with a painful ulcer on his left distal foot. He reports severe pain at rest, which worsens with leg elevation. On examination, the extremity is cool to the touch, distal pulses are diminished, and the ulcer has a pale base with minimal granulation tissue. What is the next step in the evaluation?","Doppler Ultrasound, ABI, Arteriography, Skin Biopsy","['Apply a compression dressing', 'Elevate the affected extremity', 'Doppler Ultrasound, ABI, Arteriography, Skin Biopsy', 'Administer intravenous antibiotics', 'Order a venous Doppler']",C,"Patient with LEG ULCER -> History and Physical examination -> History of rest pain, Cool distal extremity -> Doppler Ultrasound, ABI, Arteriography, Skin Biopsy -> Squamous cell carcinoma, Basal cell carcinoma, Sarcoma, Lymphoma, Metastasis",leg ulcer
